Thu Dec 10 15:15:05 CLST 2015
MAPPINGS V HII Region Grid: QZ sph_GCZO_Pk55_kinf
Run: sph,two,LPk=5.5,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
LogQ(1),Tot[O]+12(2),gas[O]+12(3),Tot[Fe](4),gas[Fe](5),LogP/k(6),[NII]/Ha(7),[NII]+/Ha(8),[SII]+/Ha(9),[NII]/[OII]+(10),[NII]+/[OII]+(11),[NII]/[SII]+(12),[NII]+/[SII]+(13),[OII]+/Hb(14),[OIII]/Hb(15),[OIII]+/Hb(16),[OIII]/[OII]+(17),[OIII]+/[OII]+(18),[OIII]/[SII]+(19),[OIII]+/[SII]+(20),4363/[OIII](21),4363/[OIII]+(22),[OI]/[OII]+(23),[OII]+/[SII]+(24),R23(25),S23(26),6716/6731(27),3729/3726(28)
   6.7500,  8.9850,  8.8750,  7.9700,  6.4700,  5.5000, -0.3290, -0.2019, -0.3598,  0.0258,  0.1528,  0.0309,  0.1579,  0.1221, -1.7667, -1.6377, -1.8888, -1.7598, -1.8837, -1.7547, -3.0909, -3.2200, -1.3503,  0.0051,  0.1296,  0.3236,  0.1518,  0.1480
c
   7.0000,  8.1100,  8.0000,  6.3700,  4.8700,  5.5000, -1.0391, -0.9120, -0.8282, -1.2313, -1.1042, -0.2109, -0.0838,  0.6542, -0.1644, -0.0354, -0.8187, -0.6896,  0.2017,  0.3308, -1.9189, -2.0479, -1.6328,  1.0204,  0.7350, -0.0437,  0.1547,  0.1567
   7.0000,  8.4850,  8.3750,  6.9700,  5.4700,  5.5000, -0.5455, -0.4185, -0.4960, -0.8994, -0.7723, -0.0496,  0.0775,  0.8129, -0.0895,  0.0396, -0.9024, -0.7734, -0.0525,  0.0765, -2.1313, -2.2603, -1.5990,  0.8498,  0.8806,  0.2799,  0.1549,  0.1556
   7.0000,  8.6350,  8.5250,  7.2700,  5.7700,  5.5000, -0.3980, -0.2709, -0.3980, -0.6989, -0.5718,  0.0000,  0.1271,  0.7619, -0.2400, -0.1110, -1.0019, -0.8729, -0.3030, -0.1739, -2.3098, -2.4388, -1.5955,  0.6989,  0.8165,  0.3648,  0.1547,  0.1544
   7.0000,  8.8350,  8.7250,  7.6700,  6.1700,  5.5000, -0.2848, -0.1577, -0.3736, -0.3579, -0.2308,  0.0888,  0.2159,  0.5407, -0.6340, -0.5050, -1.1747, -1.0456, -0.7280, -0.5990, -2.6526, -2.7816, -1.6010,  0.4467,  0.5781,  0.3942,  0.1538,  0.1518
   7.0000,  8.9850,  8.8750,  7.9700,  6.4700,  5.5000, -0.3391, -0.2120, -0.4715,  0.0112,  0.1382,  0.1324,  0.2595,  0.1262, -1.3476, -1.2185, -1.4738, -1.3448, -1.3525, -1.2235, -3.0944, -3.2235, -1.5244,  0.1213,  0.1454,  0.2963,  0.1515,  0.1477
c
   7.2500,  8.1100,  8.0000,  6.3700,  4.8700,  5.5000, -1.1240, -0.9969, -0.9657, -1.2863, -1.1593, -0.1583, -0.0312,  0.6226,  0.1978,  0.3268, -0.4248, -0.2958,  0.7032,  0.8323, -1.8858, -2.0148, -1.7556,  1.1280,  0.8004, -0.0647,  0.1545,  0.1568
   7.2500,  8.4850,  8.3750,  6.9700,  5.4700,  5.5000, -0.6384, -0.5114, -0.6538, -0.9382, -0.8111,  0.0153,  0.1424,  0.7582,  0.2451,  0.3742, -0.5130, -0.3840,  0.4404,  0.5695, -2.1376, -2.2666, -1.7126,  0.9535,  0.9083,  0.2382,  0.1547,  0.1555
   7.2500,  8.6350,  8.5250,  7.2700,  5.7700,  5.5000, -0.4841, -0.3570, -0.5593, -0.7290, -0.6020,  0.0752,  0.2023,  0.7059,  0.0937,  0.2227, -0.6122, -0.4832,  0.1920,  0.3210, -2.3313, -2.4603, -1.7165,  0.8042,  0.8293,  0.3168,  0.1546,  0.1543
   7.2500,  8.8350,  8.7250,  7.6700,  6.1700,  5.5000, -0.3508, -0.2238, -0.5307, -0.3800, -0.2529,  0.1799,  0.3070,  0.4970, -0.2874, -0.1583, -0.7843, -0.6553, -0.2245, -0.0954, -2.6843, -2.8134, -1.7548,  0.5598,  0.5837,  0.3493,  0.1536,  0.1515
   7.2500,  8.9850,  8.8750,  7.9700,  6.4700,  5.5000, -0.3746, -0.2475, -0.6076, -0.0032,  0.1239,  0.2330,  0.3601,  0.1050, -0.9774, -0.8484, -1.0824, -0.9534, -0.8463, -0.7172, -3.1193, -3.2484, -1.6859,  0.2362,  0.1509,  0.2651,  0.1513,  0.1474
c
   7.5000,  8.1100,  8.0000,  6.3700,  4.8700,  5.5000, -1.2512, -1.1241, -1.1080, -1.3251, -1.1980, -0.1431, -0.0161,  0.5324,  0.4451,  0.5742, -0.0873,  0.0418,  1.0947,  1.2237, -1.8609, -1.9899, -1.8160,  1.1819,  0.8548, -0.0813,  0.1543,  0.1569
   7.5000,  8.4850,  8.3750,  6.9700,  5.4700,  5.5000, -0.7768, -0.6497, -0.8212, -0.9669, -0.8399,  0.0445,  0.1715,  0.6484,  0.4664,  0.5955, -0.1820, -0.0530,  0.8294,  0.9584, -2.1545, -2.2836, -1.7687,  1.0114,  0.9238,  0.1966,  0.1546,  0.1555
   7.5000,  8.6350,  8.5250,  7.2700,  5.7700,  5.5000, -0.6159, -0.4889, -0.7348, -0.7522, -0.6252,  0.1188,  0.2459,  0.5978,  0.3165,  0.4455, -0.2813, -0.1523,  0.5898,  0.7188, -2.3684, -2.4974, -1.7846,  0.8711,  0.8293,  0.2664,  0.1545,  0.1541
   7.5000,  8.8350,  8.7250,  7.6700,  6.1700,  5.5000, -0.4626, -0.3355, -0.7104, -0.3964, -0.2693,  0.2477,  0.3748,  0.4024, -0.0513,  0.0777, -0.4537, -0.3247,  0.1904,  0.3194, -2.7476, -2.8766, -1.8707,  0.6441,  0.5707,  0.2962,  0.1533,  0.1512
   7.5000,  8.9850,  8.8750,  7.9700,  6.4700,  5.5000, -0.4448, -0.3177, -0.7664, -0.0146,  0.1125,  0.3216,  0.4487,  0.0467, -0.6999, -0.5708, -0.7466, -0.6175, -0.4104, -0.2813, -3.1852, -3.3143, -1.8127,  0.3362,  0.1405,  0.2263,  0.1509,  0.1468
c
   7.7500,  8.1100,  8.0000,  6.3700,  4.8700,  5.5000, -1.3896, -1.2625, -1.2404, -1.3439, -1.2169, -0.1492, -0.0221,  0.4113,  0.5939,  0.7229,  0.1826,  0.3116,  1.3774,  1.5064, -1.8414, -1.9704, -1.8237,  1.1947,  0.8955, -0.0966,  0.1542,  0.1569
   7.7500,  8.4850,  8.3750,  6.9700,  5.4700,  5.5000, -0.9300, -0.8029, -0.9791, -0.9836, -0.8565,  0.0491,  0.1761,  0.5119,  0.5941,  0.7231,  0.0822,  0.2113,  1.1149,  1.2439, -2.1698, -2.2988, -1.7760,  1.0327,  0.9313,  0.1584,  0.1545,  0.1554
   7.7500,  8.6350,  8.5250,  7.2700,  5.7700,  5.5000, -0.7665, -0.6394, -0.9041, -0.7664, -0.6393,  0.1376,  0.2647,  0.4621,  0.4436,  0.5726, -0.0185,  0.1105,  0.8855,  1.0145, -2.4047, -2.5337, -1.8030,  0.9040,  0.8219,  0.2185,  0.1543,  0.1539
   7.7500,  8.8350,  8.7250,  7.6700,  6.1700,  5.5000, -0.6001, -0.4730, -0.8939, -0.4048, -0.2778,  0.2938,  0.4209,  0.2747,  0.0745,  0.2035, -0.2002, -0.0712,  0.4984,  0.6274, -2.8235, -2.9525, -1.9404,  0.6986,  0.5416,  0.2379,  0.1529,  0.1507
   7.7500,  8.9850,  8.8750,  7.9700,  6.4700,  5.5000, -0.5429, -0.4158, -0.9382, -0.0197,  0.1073,  0.3954,  0.5224, -0.0451, -0.5465, -0.4174, -0.5014, -0.3723, -0.0862,  0.0428, -3.2916, -3.4206, -1.8920,  0.4151,  0.1085,  0.1764,  0.1504,  0.1460
c
   8.0000,  8.1100,  8.0000,  6.3700,  4.8700,  5.5000, -1.5062, -1.3791, -1.3462, -1.3495, -1.2224, -0.1599, -0.0329,  0.2992,  0.6763,  0.8053,  0.3771,  0.5061,  1.5666,  1.6957, -1.8263, -1.9554, -1.8043,  1.1895,  0.9232, -0.1131,  0.1541,  0.1569
   8.0000,  8.4850,  8.3750,  6.9700,  5.4700,  5.5000, -1.0649, -0.9379, -1.1084, -0.9923, -0.8652,  0.0435,  0.1705,  0.3857,  0.6631,  0.7922,  0.2774,  0.4064,  1.3131,  1.4422, -2.1776, -2.3067, -1.7570,  1.0357,  0.9359,  0.1256,  0.1545,  0.1554
   8.0000,  8.6350,  8.5250,  7.2700,  5.7700,  5.5000, -0.9036, -0.7765, -1.0462, -0.7752, -0.6481,  0.1426,  0.2697,  0.3344,  0.5115,  0.6406,  0.1771,  0.3061,  1.0949,  1.2239, -2.4287, -2.5578, -1.7907,  0.9178,  0.8150,  0.1786,  0.1542,  0.1538
   8.0000,  8.8350,  8.7250,  7.6700,  6.1700,  5.5000, -0.7307, -0.6036, -1.0549, -0.4106, -0.2836,  0.3242,  0.4513,  0.1512,  0.1307,  0.2597, -0.0206,  0.1085,  0.7143,  0.8433, -2.8853, -3.0143, -1.9717,  0.7349,  0.5099,  0.1846,  0.1524,  0.1501
   8.0000,  8.9850,  8.8750,  7.9700,  6.4700,  5.5000, -0.6414, -0.5144, -1.0979, -0.0255,  0.1016,  0.4565,  0.5835, -0.1363, -0.4982, -0.3692, -0.3619, -0.2329,  0.1201,  0.2491, -3.3940, -3.5230, -1.9372,  0.4820,  0.0637,  0.1209,  0.1494,  0.1448
c
   8.2500,  8.1100,  8.0000,  6.3700,  4.8700,  5.5000, -1.5841, -1.4570, -1.4165, -1.3495, -1.2224, -0.1676, -0.0405,  0.2206,  0.7192,  0.8482,  0.4986,  0.6276,  1.6805,  1.8095, -1.8159, -1.9450, -1.7811,  1.1819,  0.9401, -0.1304,  0.1541,  0.1569
   8.2500,  8.4850,  8.3750,  6.9700,  5.4700,  5.5000, -1.1613, -1.0342, -1.1983, -0.9970, -0.8699,  0.0370,  0.1640,  0.2941,  0.6997,  0.8287,  0.4056,  0.5346,  1.4395,  1.5685, -2.1795, -2.3085, -1.7329,  1.0339,  0.9400,  0.0987,  0.1543,  0.1553
   8.2500,  8.6350,  8.5250,  7.2700,  5.7700,  5.5000, -1.0057, -0.8787, -1.1477, -0.7819, -0.6548,  0.1420,  0.2691,  0.2393,  0.5485,  0.6775,  0.3092,  0.4383,  1.2331,  1.3621, -2.4398, -2.5688, -1.7683,  0.9239,  0.8125,  0.1483,  0.1540,  0.1536
   8.2500,  8.8350,  8.7250,  7.6700,  6.1700,  5.5000, -0.8318, -0.7047, -1.1746, -0.4183, -0.2913,  0.3428,  0.4699,  0.0589,  0.1578,  0.2869,  0.0990,  0.2280,  0.8601,  0.9892, -2.9206, -3.0496, -1.9775,  0.7611,  0.4887,  0.1449,  0.1517,  0.1493
   8.2500,  8.9850,  8.8750,  7.9700,  6.4700,  5.5000, -0.7153, -0.5882, -1.2185, -0.0395,  0.0875,  0.5032,  0.6303, -0.1945, -0.4964, -0.3673, -0.3018, -0.1728,  0.2410,  0.3700, -3.4433, -3.5723, -1.9675,  0.5428,  0.0286,  0.0738,  0.1474,  0.1428
c
   8.5000,  8.1100,  8.0000,  6.3700,  4.8700,  5.5000, -1.6274, -1.5003, -1.4558, -1.3484, -1.2214, -0.1716, -0.0446,  0.1758,  0.7405,  0.8696,  0.5647,  0.6938,  1.7416,  1.8706, -1.8095, -1.9386, -1.7649,  1.1768,  0.9496, -0.1457,  0.1540,  0.1568
   8.5000,  8.4850,  8.3750,  6.9700,  5.4700,  5.5000, -1.2186, -1.0915, -1.2511, -0.9999, -0.8728,  0.0325,  0.1596,  0.2397,  0.7193,  0.8484,  0.4796,  0.6086,  1.5120,  1.6411, -2.1782, -2.3073, -1.7147,  1.0324,  0.9440,  0.0780,  0.1542,  0.1551
   8.5000,  8.6350,  8.5250,  7.2700,  5.7700,  5.5000, -1.0693, -0.9422, -1.2094, -0.7875, -0.6604,  0.1401,  0.2671,  0.1814,  0.5702,  0.6992,  0.3888,  0.5179,  1.3163,  1.4454, -2.4421, -2.5711, -1.7485,  0.9275,  0.8143,  0.1267,  0.1536,  0.1532
   8.5000,  8.8350,  8.7250,  7.6700,  6.1700,  5.5000, -0.8977, -0.7706, -1.2496, -0.4284, -0.3013,  0.3519,  0.4790,  0.0034,  0.1782,  0.3072,  0.1748,  0.3038,  0.9551,  1.0841, -2.9321, -3.0611, -1.9687,  0.7803,  0.4824,  0.1204,  0.1505,  0.1481
   8.5000,  8.9850,  8.8750,  7.9700,  6.4700,  5.5000, -0.7581, -0.6311, -1.2920, -0.0600,  0.0671,  0.5339,  0.6610, -0.2159, -0.4874, -0.3584, -0.2715, -0.1425,  0.3224,  0.4514, -3.4391, -3.5682, -1.9905,  0.5939,  0.0197,  0.0465,  0.1439,  0.1389
c
