Thu Dec 10 15:15:05 CLST 2015
MAPPINGS V HII Region Grid: QZ sph_GCZO_Pk55_kinf
Run: sph,two,LPk=5.5,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
Resampled with pyqz 0.7.2 (sampling=2) 2015-12-10 17:53:08.544164
Original LogQ: [ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12: [ 8.11   8.485  8.635  8.835  8.985]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),LogP/k(5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
7.7500,8.1100,8.0000,6.3700,4.8700,5.5000,-1.3896,-1.2625,-1.2404,-1.3439,-1.2169,-0.1492,-0.0221,0.4113,0.5939,0.7229,0.1826,0.3116,1.3774,1.5064,-1.8414,-1.9704,-1.8237,1.1947,0.8955,-0.0966,0.1542,0.1569
7.8750,8.1100,8.0000,6.3700,4.8700,5.5000,-1.4519,-1.3248,-1.2979,-1.3477,-1.2207,-0.1547,-0.0277,0.3538,0.6412,0.7702,0.2900,0.4190,1.4828,1.6119,-1.8333,-1.9623,-1.8146,1.1925,0.9109,-0.1048,0.1542,0.1569
8.0000,8.1100,8.0000,6.3700,4.8700,5.5000,-1.5062,-1.3791,-1.3462,-1.3495,-1.2224,-0.1599,-0.0329,0.2992,0.6763,0.8053,0.3771,0.5061,1.5666,1.6957,-1.8263,-1.9554,-1.8043,1.1895,0.9232,-0.1131,0.1541,0.1569
8.1250,8.1100,8.0000,6.3700,4.8700,5.5000,-1.5504,-1.4233,-1.3858,-1.3497,-1.2226,-0.1641,-0.0371,0.2545,0.7007,0.8297,0.4457,0.5746,1.6308,1.7599,-1.8206,-1.9497,-1.7925,1.1856,0.9327,-0.1218,0.1541,0.1569
8.2500,8.1100,8.0000,6.3700,4.8700,5.5000,-1.5841,-1.4570,-1.4165,-1.3495,-1.2224,-0.1676,-0.0405,0.2206,0.7192,0.8482,0.4986,0.6276,1.6805,1.8095,-1.8159,-1.9450,-1.7811,1.1819,0.9401,-0.1304,0.1541,0.1569
8.3750,8.1100,8.0000,6.3700,4.8700,5.5000,-1.6100,-1.4829,-1.4399,-1.3490,-1.2220,-0.1701,-0.0430,0.1940,0.7322,0.8612,0.5381,0.6671,1.7171,1.8461,-1.8122,-1.9413,-1.7720,1.1790,0.9457,-0.1384,0.1541,0.1569
8.5000,8.1100,8.0000,6.3700,4.8700,5.5000,-1.6274,-1.5003,-1.4558,-1.3484,-1.2214,-0.1716,-0.0446,0.1758,0.7405,0.8696,0.5647,0.6938,1.7416,1.8706,-1.8095,-1.9386,-1.7649,1.1768,0.9496,-0.1457,0.1540,0.1568
6.5000,8.2975,8.1875,6.6419,5.1419,5.5000,-0.7382,-0.6111,-0.4093,-0.9925,-0.8654,-0.3302,-0.2031,0.7165,-0.9943,-0.8653,-1.7095,-1.5806,-1.0448,-0.9157,-2.0584,-2.1875,-1.2685,0.6650,0.7277,0.2040,0.1555,0.1562
6.6250,8.2975,8.1875,6.6419,5.1419,5.5000,-0.7344,-0.6074,-0.4627,-1.0146,-0.8875,-0.2728,-0.1458,0.7417,-0.7450,-0.6160,-1.4857,-1.3567,-0.7409,-0.6119,-2.0388,-2.1678,-1.3623,0.7449,0.7595,0.1843,0.1553,0.1562
6.7500,8.2975,8.1875,6.6419,5.1419,5.5000,-0.7391,-0.6121,-0.5213,-1.0379,-0.9108,-0.2191,-0.0921,0.7596,-0.5062,-0.3772,-1.2649,-1.1359,-0.4427,-0.3138,-2.0215,-2.1505,-1.4515,0.8222,0.7900,0.1656,0.1551,0.1563
6.8750,8.2975,8.1875,6.6419,5.1419,5.5000,-0.7525,-0.6255,-0.5846,-1.0627,-0.9356,-0.1694,-0.0424,0.7696,-0.2793,-0.1502,-1.0481,-0.9190,-0.1518,-0.0229,-2.0065,-2.1355,-1.5354,0.8962,0.8192,0.1477,0.1550,0.1563
7.0000,8.2975,8.1875,6.6419,5.1419,5.5000,-0.7776,-0.6506,-0.6533,-1.0876,-0.9605,-0.1257,0.0014,0.7693,-0.0675,0.0616,-0.8361,-0.7070,0.1297,0.2587,-1.9946,-2.1236,-1.6126,0.9657,0.8466,0.1308,0.1549,0.1564
7.1250,8.2975,8.1875,6.6419,5.1419,5.5000,-0.8155,-0.6885,-0.7268,-1.1119,-0.9848,-0.0914,0.0357,0.7557,0.1204,0.2496,-0.6343,-0.5053,0.3907,0.5198,-1.9860,-2.1149,-1.6780,1.0251,0.8718,0.1147,0.1548,0.1564
7.2500,8.2975,8.1875,6.6419,5.1419,5.5000,-0.8697,-0.7427,-0.8023,-1.1357,-1.0085,-0.0690,0.0581,0.7239,0.2778,0.4069,-0.4453,-0.3163,0.6251,0.7543,-1.9807,-2.1097,-1.7278,1.0706,0.8939,0.0992,0.1546,0.1563
7.3750,8.2975,8.1875,6.6419,5.1419,5.5000,-0.9358,-0.8087,-0.8799,-1.1555,-1.0284,-0.0549,0.0721,0.6777,0.4080,0.5371,-0.2704,-0.1414,0.8336,0.9627,-1.9777,-2.1068,-1.7634,1.1041,0.9133,0.0844,0.1546,0.1564
7.5000,8.2975,8.1875,6.6419,5.1419,5.5000,-1.0060,-0.8789,-0.9576,-1.1701,-1.0430,-0.0492,0.0778,0.6208,0.5081,0.6372,-0.1122,0.0169,1.0117,1.1407,-1.9752,-2.1043,-1.7824,1.1238,0.9294,0.0701,0.1545,0.1565
7.6250,8.2975,8.1875,6.6419,5.1419,5.5000,-1.0804,-0.9532,-1.0318,-1.1811,-1.0541,-0.0493,0.0777,0.5552,0.5854,0.7144,0.0299,0.1590,1.1644,1.2934,-1.9733,-2.1023,-1.7896,1.1342,0.9429,0.0567,0.1545,0.1564
7.7500,8.2975,8.1875,6.6419,5.1419,5.5000,-1.1544,-1.0273,-1.1023,-1.1883,-1.0612,-0.0522,0.0748,0.4897,0.6431,0.7721,0.1538,0.2829,1.2917,1.4207,-1.9711,-2.1001,-1.7872,1.1380,0.9540,0.0437,0.1544,0.1564
7.8750,8.2975,8.1875,6.6419,5.1419,5.5000,-1.2219,-1.0948,-1.1655,-1.1929,-1.0658,-0.0576,0.0694,0.4277,0.6852,0.8143,0.2601,0.3892,1.3968,1.5260,-1.9684,-2.0975,-1.7775,1.1367,0.9631,0.0312,0.1544,0.1564
8.0000,8.2975,8.1875,6.6419,5.1419,5.5000,-1.2816,-1.1546,-1.2188,-1.1957,-1.0686,-0.0628,0.0642,0.3693,0.7164,0.8455,0.3472,0.4762,1.4813,1.6104,-1.9657,-2.0948,-1.7668,1.1345,0.9704,0.0191,0.1544,0.1564
8.1250,8.2975,8.1875,6.6419,5.1419,5.5000,-1.3310,-1.2039,-1.2631,-1.1970,-1.0699,-0.0673,0.0597,0.3210,0.7380,0.8670,0.4164,0.5454,1.5467,1.6758,-1.9631,-2.0922,-1.7548,1.1315,0.9762,0.0075,0.1544,0.1564
8.2500,8.2975,8.1875,6.6419,5.1419,5.5000,-1.3691,-1.2420,-1.2978,-1.1979,-1.0708,-0.0714,0.0556,0.2840,0.7544,0.8834,0.4704,0.5994,1.5978,1.7268,-1.9606,-2.0896,-1.7432,1.1287,0.9809,-0.0034,0.1543,0.1564
8.3750,8.2975,8.1875,6.6419,5.1419,5.5000,-1.3987,-1.2715,-1.3244,-1.1983,-1.0712,-0.0744,0.0527,0.2548,0.7659,0.8950,0.5111,0.6401,1.6359,1.7649,-1.9583,-2.0874,-1.7338,1.1266,0.9845,-0.0133,0.1543,0.1564
8.5000,8.2975,8.1875,6.6419,5.1419,5.5000,-1.4190,-1.2919,-1.3427,-1.1984,-1.0713,-0.0763,0.0508,0.2347,0.7735,0.9027,0.5390,0.6680,1.6619,1.7909,-1.9564,-2.0856,-1.7265,1.1252,0.9873,-0.0220,0.1543,0.1563
6.5000,8.4850,8.3750,6.9700,5.4700,5.5000,-0.4995,-0.3724,-0.2448,-0.8229,-0.6958,-0.2548,-0.1277,0.7844,-0.9869,-0.8579,-1.7713,-1.6423,-1.2032,-1.0741,nan,nan,-1.2669,0.5682,0.7942,0.3635,0.1554,0.1556
6.6250,8.4850,8.3750,6.9700,5.4700,5.5000,-0.4981,-0.3710,-0.2989,-0.8409,-0.7138,-0.1990,-0.0720,0.8033,-0.7455,-0.6166,-1.5489,-1.4199,-0.9069,-0.7779,nan,nan,-1.3569,0.6420,0.8189,0.3424,0.1552,0.1556
6.7500,8.4850,8.3750,6.9700,5.4700,5.5000,-0.5047,-0.3777,-0.3589,-0.8598,-0.7327,-0.1458,-0.0188,0.8150,-0.5143,-0.3853,-1.3294,-1.2004,-0.6154,-0.4864,nan,nan,-1.4429,0.7140,0.8416,0.3214,0.1551,0.1556
6.8750,8.4850,8.3750,6.9700,5.4700,5.5000,-0.5196,-0.3926,-0.4243,-0.8795,-0.7524,-0.0955,0.0315,0.8189,-0.2946,-0.1656,-1.1136,-0.9846,-0.3300,-0.2010,nan,nan,-1.5240,0.7836,0.8623,0.3007,0.1550,0.1556
7.0000,8.4850,8.3750,6.9700,5.4700,5.5000,-0.5455,-0.4185,-0.4960,-0.8994,-0.7723,-0.0496,0.0775,0.8129,-0.0895,0.0396,-0.9024,-0.7734,-0.0525,0.0765,nan,nan,-1.5990,0.8498,0.8806,0.2799,0.1549,0.1556
7.1250,8.4850,8.3750,6.9700,5.4700,5.5000,-0.5839,-0.4569,-0.5733,-0.9190,-0.7919,-0.0118,0.1154,0.7942,0.0927,0.2218,-0.7013,-0.5723,0.2062,0.3353,nan,nan,-1.6631,0.9076,0.8962,0.2591,0.1548,0.1556
7.2500,8.4850,8.3750,6.9700,5.4700,5.5000,-0.6384,-0.5114,-0.6538,-0.9382,-0.8111,0.0153,0.1424,0.7582,0.2451,0.3742,-0.5130,-0.3840,0.4404,0.5695,-2.1376,-2.2666,-1.7126,0.9535,0.9083,0.2382,0.1547,0.1555
7.3750,8.4850,8.3750,6.9700,5.4700,5.5000,-0.7050,-0.5780,-0.7374,-0.9546,-0.8275,0.0343,0.1613,0.7084,0.3707,0.4998,-0.3390,-0.2100,0.6497,0.7787,-2.1455,-2.2745,-1.7487,0.9888,0.9175,0.2174,0.1546,0.1555
7.5000,8.4850,8.3750,6.9700,5.4700,5.5000,-0.7768,-0.6497,-0.8212,-0.9669,-0.8399,0.0445,0.1715,0.6484,0.4664,0.5955,-0.1820,-0.0530,0.8294,0.9584,-2.1545,-2.2836,-1.7687,1.0114,0.9238,0.1966,0.1546,0.1555
7.6250,8.4850,8.3750,6.9700,5.4700,5.5000,-0.8535,-0.7264,-0.9017,-0.9767,-0.8496,0.0487,0.1757,0.5801,0.5397,0.6687,-0.0411,0.0880,0.9845,1.1135,-2.1619,-2.2909,-1.7772,1.0254,0.9281,0.1768,0.1545,0.1555
7.7500,8.4850,8.3750,6.9700,5.4700,5.5000,-0.9300,-0.8029,-0.9791,-0.9836,-0.8565,0.0491,0.1761,0.5119,0.5941,0.7231,0.0822,0.2113,1.1149,1.2439,-2.1698,-2.2988,-1.7760,1.0327,0.9313,0.1584,0.1545,0.1554
7.8750,8.4850,8.3750,6.9700,5.4700,5.5000,-1.0006,-0.8736,-1.0488,-0.9886,-0.8615,0.0464,0.1734,0.4471,0.6336,0.7627,0.1888,0.3179,1.2240,1.3531,-2.1740,-2.3030,-1.7673,1.0351,0.9337,0.1412,0.1545,0.1554
8.0000,8.4850,8.3750,6.9700,5.4700,5.5000,-1.0649,-0.9379,-1.1084,-0.9923,-0.8652,0.0435,0.1705,0.3857,0.6631,0.7922,0.2774,0.4064,1.3131,1.4422,-2.1776,-2.3067,-1.7570,1.0357,0.9359,0.1256,0.1545,0.1554
8.1250,8.4850,8.3750,6.9700,5.4700,5.5000,-1.1188,-0.9918,-1.1585,-0.9949,-0.8678,0.0402,0.1672,0.3343,0.6837,0.8127,0.3489,0.4779,1.3836,1.5126,-2.1792,-2.3082,-1.7447,1.0348,0.9380,0.1114,0.1544,0.1554
8.2500,8.4850,8.3750,6.9700,5.4700,5.5000,-1.1613,-1.0342,-1.1983,-0.9970,-0.8699,0.0370,0.1640,0.2941,0.6997,0.8287,0.4056,0.5346,1.4395,1.5685,-2.1795,-2.3085,-1.7329,1.0339,0.9400,0.0987,0.1543,0.1553
8.3750,8.4850,8.3750,6.9700,5.4700,5.5000,-1.1949,-1.0677,-1.2293,-0.9986,-0.8715,0.0345,0.1615,0.2622,0.7113,0.8403,0.4490,0.5780,1.4820,1.6110,-2.1794,-2.3085,-1.7230,1.0331,0.9420,0.0876,0.1542,0.1552
8.5000,8.4850,8.3750,6.9700,5.4700,5.5000,-1.2186,-1.0915,-1.2511,-0.9999,-0.8728,0.0325,0.1596,0.2397,0.7193,0.8484,0.4796,0.6086,1.5120,1.6411,-2.1782,-2.3073,-1.7147,1.0324,0.9440,0.0780,0.1542,0.1551
6.5000,8.5600,8.4500,7.1200,5.6200,5.5000,-0.4191,-0.2920,-0.1901,-0.7384,-0.6113,-0.2293,-0.1022,0.7805,-1.0342,-0.9052,-1.8151,-1.6860,-1.3067,-1.1776,nan,nan,-1.2677,0.5085,0.7894,0.4149,0.1553,0.1552
6.6250,8.5600,8.4500,7.1200,5.6200,5.5000,-0.4186,-0.2916,-0.2439,-0.7543,-0.6272,-0.1748,-0.0478,0.7964,-0.7968,-0.6678,-1.5936,-1.4646,-1.0150,-0.8859,nan,nan,-1.3562,0.5788,0.8106,0.3933,0.1552,0.1551
6.7500,8.5600,8.4500,7.1200,5.6200,5.5000,-0.4258,-0.2988,-0.3039,-0.7709,-0.6438,-0.1222,0.0048,0.8054,-0.5690,-0.4400,-1.3748,-1.2458,-0.7273,-0.5982,nan,nan,-1.4411,0.6477,0.8295,0.3716,0.1550,0.1551
6.8750,8.5600,8.4500,7.1200,5.6200,5.5000,-0.4408,-0.3138,-0.3694,-0.7882,-0.6611,-0.0718,0.0553,0.8070,-0.3523,-0.2233,-1.1595,-1.0305,-0.4448,-0.3157,nan,nan,-1.5216,0.7148,0.8463,0.3498,0.1549,0.1551
7.0000,8.5600,8.4500,7.1200,5.6200,5.5000,-0.4662,-0.3392,-0.4417,-0.8055,-0.6784,-0.0246,0.1025,0.7991,-0.1492,-0.0202,-0.9485,-0.8195,-0.1691,-0.0400,nan,nan,-1.5966,0.7794,0.8606,0.3277,0.1548,0.1551
7.1250,8.5600,8.4500,7.1200,5.6200,5.5000,-0.5036,-0.3765,-0.5198,-0.8227,-0.6957,0.0152,0.1423,0.7792,0.0317,0.1608,-0.7475,-0.6185,0.0891,0.2182,nan,nan,-1.6614,0.8367,0.8722,0.3052,0.1547,0.1550
7.2500,8.5600,8.4500,7.1200,5.6200,5.5000,-0.5567,-0.4297,-0.6017,-0.8398,-0.7128,0.0454,0.1725,0.7427,0.1838,0.3128,-0.5590,-0.4300,0.3243,0.4533,-2.2263,-2.3553,-1.7126,0.8834,0.8802,0.2824,0.1547,0.1550
7.3750,8.5600,8.4500,7.1200,5.6200,5.5000,-0.6218,-0.4948,-0.6874,-0.8545,-0.7276,0.0680,0.1951,0.6930,0.3093,0.4384,-0.3850,-0.2560,0.5352,0.6643,-2.2391,-2.3681,-1.7506,0.9203,0.8853,0.2593,0.1546,0.1549
7.5000,8.5600,8.4500,7.1200,5.6200,5.5000,-0.6928,-0.5658,-0.7732,-0.8658,-0.7388,0.0817,0.2087,0.6329,0.4049,0.5340,-0.2281,-0.0991,0.7171,0.8461,-2.2530,-2.3820,-1.7728,0.9452,0.8876,0.2361,0.1546,0.1549
7.6250,8.5600,8.4500,7.1200,5.6200,5.5000,-0.7692,-0.6421,-0.8560,-0.8749,-0.7478,0.0889,0.2159,0.5647,0.4781,0.6071,-0.0874,0.0417,0.8746,1.0036,-2.2651,-2.3942,-1.7834,0.9618,0.8880,0.2140,0.1545,0.1548
7.7500,8.5600,8.4500,7.1200,5.6200,5.5000,-0.8455,-0.7184,-0.9360,-0.8815,-0.7544,0.0912,0.2182,0.4964,0.5322,0.6612,0.0358,0.1649,1.0076,1.1366,-2.2777,-2.4067,-1.7837,0.9717,0.8880,0.1932,0.1544,0.1547
7.8750,8.5600,8.4500,7.1200,5.6200,5.5000,-0.9165,-0.7894,-1.0083,-0.8866,-0.7594,0.0896,0.2166,0.4314,0.5716,0.7007,0.1427,0.2717,1.1195,1.2486,-2.2855,-2.4145,-1.7763,0.9766,0.8878,0.1742,0.1544,0.1547
8.0000,8.5600,8.4500,7.1200,5.6200,5.5000,-0.9819,-0.8548,-1.0704,-0.8906,-0.7635,0.0877,0.2148,0.3693,0.6010,0.7302,0.2320,0.3610,1.2116,1.3407,-2.2923,-2.4214,-1.7665,0.9793,0.8877,0.1573,0.1544,0.1547
8.1250,8.5600,8.4500,7.1200,5.6200,5.5000,-1.0370,-0.9100,-1.1229,-0.8937,-0.7666,0.0856,0.2127,0.3171,0.6218,0.7508,0.3047,0.4337,1.2852,1.4142,-2.2960,-2.4251,-1.7541,0.9802,0.8881,0.1421,0.1543,0.1547
8.2500,8.5600,8.4500,7.1200,5.6200,5.5000,-1.0809,-0.9538,-1.1646,-0.8965,-0.7694,0.0836,0.2106,0.2760,0.6381,0.7670,0.3627,0.4917,1.3440,1.4730,-2.2978,-2.4268,-1.7421,0.9806,0.8892,0.1289,0.1542,0.1546
8.3750,8.5600,8.4500,7.1200,5.6200,5.5000,-1.1160,-0.9889,-1.1972,-0.8988,-0.7717,0.0820,0.2090,0.2433,0.6501,0.7791,0.4075,0.5366,1.3893,1.5183,-2.2985,-2.4275,-1.7317,0.9808,0.8906,0.1174,0.1541,0.1545
8.5000,8.5600,8.4500,7.1200,5.6200,5.5000,-1.1414,-1.0143,-1.2201,-0.9007,-0.7736,0.0808,0.2078,0.2202,0.6586,0.7877,0.4396,0.5686,1.4217,1.5508,-2.2974,-2.4265,-1.7223,0.9808,0.8924,0.1077,0.1540,0.1543
6.5000,8.6350,8.5250,7.2700,5.7700,5.5000,-0.3520,-0.2249,-0.1484,-0.6404,-0.5133,-0.2036,-0.0765,0.7504,-1.1151,-0.9861,-1.8655,-1.7364,-1.4286,-1.2996,nan,nan,-1.2691,0.4369,0.7583,0.4537,0.1552,0.1546
6.6250,8.6350,8.5250,7.2700,5.7700,5.5000,-0.3522,-0.2251,-0.2014,-0.6544,-0.5273,-0.1506,-0.0235,0.7638,-0.8814,-0.7524,-1.6452,-1.5161,-1.1413,-1.0123,nan,nan,-1.3560,0.5039,0.7763,0.4321,0.1550,0.1545
6.7500,8.6350,8.5250,7.2700,5.7700,5.5000,-0.3594,-0.2323,-0.2607,-0.6689,-0.5418,-0.0987,0.0284,0.7708,-0.6565,-0.5275,-1.4273,-1.2983,-0.8572,-0.7281,nan,nan,-1.4398,0.5702,0.7921,0.4101,0.1549,0.1545
6.8750,8.6350,8.5250,7.2700,5.7700,5.5000,-0.3739,-0.2468,-0.3259,-0.6839,-0.5568,-0.0483,0.0788,0.7707,-0.4419,-0.3129,-1.2126,-1.0836,-0.5773,-0.4482,nan,nan,-1.5199,0.6353,0.8056,0.3877,0.1548,0.1545
7.0000,8.6350,8.5250,7.2700,5.7700,5.5000,-0.3980,-0.2709,-0.3980,-0.6989,-0.5718,0.0000,0.1271,0.7619,-0.2400,-0.1110,-1.0019,-0.8729,-0.3030,-0.1739,nan,nan,-1.5955,0.6989,0.8165,0.3648,0.1547,0.1544
7.1250,8.6350,8.5250,7.2700,5.7700,5.5000,-0.4334,-0.3063,-0.4762,-0.7139,-0.5869,0.0420,0.1691,0.7418,-0.0592,0.0698,-0.8009,-0.6719,-0.0448,0.0843,nan,nan,-1.6621,0.7561,0.8247,0.3412,0.1546,0.1544
7.2500,8.6350,8.5250,7.2700,5.7700,5.5000,-0.4841,-0.3570,-0.5593,-0.7290,-0.6020,0.0752,0.2023,0.7059,0.0937,0.2227,-0.6122,-0.4832,0.1920,0.3210,-2.3313,-2.4603,-1.7165,0.8042,0.8293,0.3168,0.1546,0.1543
7.3750,8.6350,8.5250,7.2700,5.7700,5.5000,-0.5466,-0.4195,-0.6470,-0.7421,-0.6151,0.1012,0.2283,0.6572,0.2203,0.3493,-0.4380,-0.3090,0.4054,0.5343,-2.3494,-2.4784,-1.7584,0.8433,0.8308,0.2917,0.1545,0.1542
7.5000,8.6350,8.5250,7.2700,5.7700,5.5000,-0.6159,-0.4889,-0.7348,-0.7522,-0.6252,0.1188,0.2459,0.5978,0.3165,0.4455,-0.2813,-0.1523,0.5898,0.7188,-2.3684,-2.4974,-1.7846,0.8711,0.8293,0.2664,0.1545,0.1541
7.6250,8.6350,8.5250,7.2700,5.7700,5.5000,-0.6913,-0.5642,-0.8204,-0.7603,-0.6333,0.1305,0.2576,0.5300,0.3898,0.5188,-0.1410,-0.0120,0.7500,0.8790,-2.3864,-2.5154,-1.7993,0.8909,0.8256,0.2420,0.1544,0.1540
7.7500,8.6350,8.5250,7.2700,5.7700,5.5000,-0.7665,-0.6394,-0.9041,-0.7664,-0.6393,0.1376,0.2647,0.4621,0.4436,0.5726,-0.0185,0.1105,0.8855,1.0145,-2.4047,-2.5337,-1.8030,0.9040,0.8219,0.2185,0.1543,0.1539
7.8750,8.6350,8.5250,7.2700,5.7700,5.5000,-0.8373,-0.7102,-0.9802,-0.7711,-0.6440,0.1411,0.2682,0.3970,0.4824,0.6115,0.0878,0.2168,1.0001,1.1291,-2.4173,-2.5463,-1.7987,0.9122,0.8184,0.1972,0.1542,0.1538
8.0000,8.6350,8.5250,7.2700,5.7700,5.5000,-0.9036,-0.7765,-1.0462,-0.7752,-0.6481,0.1426,0.2697,0.3344,0.5115,0.6406,0.1771,0.3061,1.0949,1.2239,-2.4287,-2.5578,-1.7907,0.9178,0.8150,0.1786,0.1542,0.1538
8.1250,8.6350,8.5250,7.2700,5.7700,5.5000,-0.9602,-0.8331,-1.1025,-0.7787,-0.6516,0.1425,0.2696,0.2813,0.5321,0.6611,0.2502,0.3793,1.1713,1.3003,-2.4356,-2.5646,-1.7793,0.9212,0.8130,0.1623,0.1541,0.1537
8.2500,8.6350,8.5250,7.2700,5.7700,5.5000,-1.0057,-0.8787,-1.1477,-0.7819,-0.6548,0.1420,0.2691,0.2393,0.5485,0.6775,0.3092,0.4383,1.2331,1.3621,-2.4398,-2.5688,-1.7683,0.9239,0.8125,0.1483,0.1540,0.1536
8.3750,8.6350,8.5250,7.2700,5.7700,5.5000,-1.0424,-0.9154,-1.1835,-0.7848,-0.6577,0.1412,0.2682,0.2055,0.5609,0.6899,0.3553,0.4844,1.2811,1.4102,-2.4423,-2.5713,-1.7582,0.9259,0.8129,0.1364,0.1538,0.1534
8.5000,8.6350,8.5250,7.2700,5.7700,5.5000,-1.0693,-0.9422,-1.2094,-0.7875,-0.6604,0.1401,0.2671,0.1814,0.5702,0.6992,0.3888,0.5179,1.3163,1.4454,-2.4421,-2.5711,-1.7485,0.9275,0.8143,0.1267,0.1536,0.1532
