Thu Dec 10 13:42:28 CLST 2015
MAPPINGS V HII Region Grid: QZ pp_GCZO_Pk45_kinf
Run: pp,two,LPk=4.5,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
Resampled with pyqz 0.7.2 (sampling=2) 2015-12-10 17:52:59.009483
Original LogQ: [ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12: [ 8.11   8.485  8.635  8.835  8.985]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),LogP/k(5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
7.7500,8.1100,8.0000,6.3700,4.8700,4.5000,-1.4450,-1.3179,-1.3084,-1.3526,-1.2256,-0.1365,-0.0095,0.3648,0.6358,0.7648,0.2710,0.4000,1.4871,1.6161,-1.8373,-1.9664,-1.8630,1.2161,0.9103,-0.1029,0.1585,0.1618
7.8750,8.1100,8.0000,6.3700,4.8700,4.5000,-1.5444,-1.4174,-1.3983,-1.3606,-1.2336,-0.1461,-0.0190,0.2726,0.6932,0.8222,0.4201,0.5491,1.6349,1.7639,-1.8267,-1.9558,-1.8590,1.2146,0.9305,-0.1145,0.1583,0.1618
8.0000,8.1100,8.0000,6.3700,4.8700,4.5000,-1.6455,-1.5185,-1.4896,-1.3664,-1.2393,-0.1560,-0.0289,0.1764,0.7393,0.8683,0.5629,0.6919,1.7733,1.9023,-1.8164,-1.9455,-1.8491,1.2104,0.9486,-0.1287,0.1582,0.1618
8.1250,8.1100,8.0000,6.3700,4.8700,4.5000,-1.7488,-1.6218,-1.5825,-1.3703,-1.2433,-0.1663,-0.0392,0.0759,0.7753,0.9043,0.6993,0.8283,1.9030,2.0320,-1.8064,-1.9355,-1.8342,1.2036,0.9649,-0.1464,0.1581,0.1618
8.2500,8.1100,8.0000,6.3700,4.8700,4.5000,-1.8517,-1.7246,-1.6753,-1.3735,-1.2465,-0.1764,-0.0494,-0.0240,0.8052,0.9342,0.8292,0.9582,2.0263,2.1553,-1.7968,-1.9258,-1.8178,1.1971,0.9796,-0.1687,0.1581,0.1618
8.3750,8.1100,8.0000,6.3700,4.8700,4.5000,-1.9519,-1.8248,-1.7668,-1.3761,-1.2491,-0.1852,-0.0581,-0.1219,0.8294,0.9584,0.9518,1.0808,2.1427,2.2717,-1.7877,-1.9167,-1.8000,1.1913,0.9927,-0.1958,0.1580,0.1618
8.5000,8.1100,8.0000,6.3700,4.8700,4.5000,-2.0498,-1.9228,-1.8574,-1.3783,-1.2512,-0.1925,-0.0654,-0.2185,0.8486,0.9776,1.0671,1.1961,2.2529,2.3820,-1.7790,-1.9081,-1.7812,1.1859,1.0044,-0.2281,0.1579,0.1617
6.5000,8.2975,8.1875,6.6419,5.1419,4.5000,-0.7305,-0.6034,-0.4092,-0.9846,-0.8575,-0.3223,-0.1952,0.7172,-0.9943,-0.8653,-1.7095,-1.5803,-1.0453,-0.9162,-2.0572,-2.1862,-1.2704,0.6647,0.7282,0.2046,0.1604,0.1620
6.6250,8.2975,8.1875,6.6419,5.1419,4.5000,-0.7267,-0.5997,-0.4630,-1.0066,-0.8795,-0.2647,-0.1376,0.7423,-0.7446,-0.6155,-1.4851,-1.3561,-0.7405,-0.6115,-2.0392,-2.1682,-1.3646,0.7449,0.7600,0.1847,0.1602,0.1620
6.7500,8.2975,8.1875,6.6419,5.1419,4.5000,-0.7315,-0.6045,-0.5222,-1.0302,-0.9031,-0.2104,-0.0833,0.7602,-0.5049,-0.3757,-1.2635,-1.1345,-0.4408,-0.3118,-2.0228,-2.1518,-1.4548,0.8229,0.7906,0.1657,0.1600,0.1620
6.8750,8.2975,8.1875,6.6419,5.1419,4.5000,-0.7454,-0.6183,-0.5866,-1.0554,-0.9283,-0.1600,-0.0328,0.7701,-0.2766,-0.1475,-1.0452,-0.9163,-0.1474,-0.0185,-2.0080,-2.1370,-1.5402,0.8979,0.8199,0.1475,0.1599,0.1619
7.0000,8.2975,8.1875,6.6419,5.1419,4.5000,-0.7708,-0.6437,-0.6568,-1.0806,-0.9536,-0.1151,0.0120,0.7699,-0.0628,0.0662,-0.8313,-0.7024,0.1375,0.2665,-1.9959,-2.1249,-1.6195,0.9689,0.8477,0.1302,0.1598,0.1619
7.1250,8.2975,8.1875,6.6419,5.1419,4.5000,-0.8106,-0.6835,-0.7322,-1.1056,-0.9787,-0.0796,0.0475,0.7551,0.1277,0.2568,-0.6262,-0.4971,0.4042,0.5332,-1.9870,-2.1160,-1.6878,1.0304,0.8733,0.1135,0.1597,0.1619
7.2500,8.2975,8.1875,6.6419,5.1419,4.5000,-0.8671,-0.7400,-0.8127,-1.1306,-1.0036,-0.0556,0.0715,0.7220,0.2885,0.4176,-0.4324,-0.3032,0.6462,0.7754,-1.9818,-2.1108,-1.7416,1.0787,0.8961,0.0973,0.1596,0.1619
7.3750,8.2975,8.1875,6.6419,5.1419,4.5000,-0.9365,-0.8094,-0.8974,-1.1523,-1.0251,-0.0403,0.0868,0.6734,0.4230,0.5521,-0.2493,-0.1202,0.8660,0.9951,-1.9789,-2.1079,-1.7820,1.1153,0.9163,0.0814,0.1595,0.1619
7.5000,8.2975,8.1875,6.6419,5.1419,4.5000,-1.0180,-0.8909,-0.9852,-1.1692,-1.0421,-0.0335,0.0935,0.6083,0.5285,0.6575,-0.0787,0.0504,1.0598,1.1888,-1.9759,-2.1049,-1.8069,1.1384,0.9337,0.0657,0.1593,0.1619
7.6250,8.2975,8.1875,6.6419,5.1419,4.5000,-1.1083,-0.9812,-1.0755,-1.1831,-1.0560,-0.0330,0.0940,0.5313,0.6121,0.7411,0.0819,0.2109,1.2340,1.3629,-1.9729,-2.1019,-1.8203,1.1520,0.9488,0.0500,0.1592,0.1619
7.7500,8.2975,8.1875,6.6419,5.1419,4.5000,-1.2047,-1.0776,-1.1672,-1.1938,-1.0667,-0.0374,0.0896,0.4448,0.6771,0.8061,0.2331,0.3621,1.3911,1.5200,-1.9699,-2.0989,-1.8235,1.1579,0.9621,0.0344,0.1592,0.1619
7.8750,8.2975,8.1875,6.6419,5.1419,4.5000,-1.3062,-1.1792,-1.2603,-1.2022,-1.0752,-0.0457,0.0812,0.3508,0.7272,0.8562,0.3763,0.5053,1.5343,1.6633,-1.9658,-2.0948,-1.8188,1.1578,0.9740,0.0177,0.1590,0.1619
8.0000,8.2975,8.1875,6.6419,5.1419,4.5000,-1.4080,-1.2809,-1.3535,-1.2089,-1.0819,-0.0549,0.0721,0.2550,0.7670,0.8960,0.5126,0.6416,1.6677,1.7967,-1.9600,-2.0891,-1.8091,1.1553,0.9848,-0.0004,0.1589,0.1619
8.1250,8.2975,8.1875,6.6419,5.1419,4.5000,-1.5101,-1.3830,-1.4462,-1.2143,-1.0873,-0.0652,0.0619,0.1568,0.7975,0.9265,0.6419,0.7709,1.7920,1.9210,-1.9537,-2.0828,-1.7952,1.1505,0.9947,-0.0210,0.1588,0.1619
8.2500,8.2975,8.1875,6.6419,5.1419,4.5000,-1.6121,-1.4850,-1.5384,-1.2190,-1.0920,-0.0752,0.0519,0.0591,0.8229,0.9519,0.7640,0.8930,1.9091,2.0381,-1.9469,-2.0761,-1.7801,1.1459,1.0039,-0.0449,0.1588,0.1618
8.3750,8.2975,8.1875,6.6419,5.1419,4.5000,-1.7101,-1.5830,-1.6273,-1.2231,-1.0960,-0.0840,0.0431,-0.0346,0.8432,0.9722,0.8782,1.0072,2.0184,2.1474,-1.9400,-2.0691,-1.7640,1.1420,1.0125,-0.0720,0.1587,0.1618
8.5000,8.2975,8.1875,6.6419,5.1419,4.5000,-1.8035,-1.6765,-1.7125,-1.2266,-1.0996,-0.0918,0.0352,-0.1249,0.8594,0.9884,0.9844,1.1134,2.1204,2.2495,-1.9328,-2.0618,-1.7471,1.1383,1.0205,-0.1028,0.1585,0.1617
6.5000,8.4850,8.3750,6.9700,5.4700,4.5000,-0.4937,-0.3666,-0.2466,-0.8134,-0.6863,-0.2471,-0.1200,0.7817,-0.9901,-0.8611,-1.7718,-1.6427,-1.2055,-1.0764,nan,nan,-1.2677,0.5663,0.7914,0.3624,0.1610,0.1621
6.6250,8.4850,8.3750,6.9700,5.4700,4.5000,-0.4921,-0.3651,-0.3009,-0.8314,-0.7043,-0.1911,-0.0640,0.8007,-0.7482,-0.6192,-1.5490,-1.4199,-0.9085,-0.7795,nan,nan,-1.3581,0.6405,0.8162,0.3412,0.1608,0.1621
6.7500,8.4850,8.3750,6.9700,5.4700,4.5000,-0.4987,-0.3717,-0.3613,-0.8505,-0.7234,-0.1374,-0.0103,0.8126,-0.5161,-0.3870,-1.3287,-1.1997,-0.6156,-0.4866,nan,nan,-1.4448,0.7131,0.8392,0.3200,0.1607,0.1621
6.8750,8.4850,8.3750,6.9700,5.4700,4.5000,-0.5139,-0.3868,-0.4277,-0.8706,-0.7435,-0.0864,0.0407,0.8166,-0.2951,-0.1660,-1.1117,-0.9827,-0.3280,-0.1990,nan,nan,-1.5272,0.7837,0.8601,0.2989,0.1606,0.1620
7.0000,8.4850,8.3750,6.9700,5.4700,4.5000,-0.5400,-0.4129,-0.5006,-0.8907,-0.7637,-0.0394,0.0877,0.8107,-0.0882,0.0409,-0.8988,-0.7698,-0.0475,0.0815,nan,nan,-1.6040,0.8513,0.8788,0.2779,0.1605,0.1620
7.1250,8.4850,8.3750,6.9700,5.4700,4.5000,-0.5799,-0.4527,-0.5795,-0.9109,-0.7838,-0.0003,0.1268,0.7911,0.0963,0.2254,-0.6948,-0.5657,0.2162,0.3452,nan,nan,-1.6706,0.9110,0.8948,0.2566,0.1604,0.1620
7.2500,8.4850,8.3750,6.9700,5.4700,4.5000,-0.6363,-0.5092,-0.6647,-0.9310,-0.8039,0.0284,0.1555,0.7540,0.2516,0.3807,-0.5024,-0.3733,0.4570,0.5861,-2.1411,-2.2701,-1.7237,0.9594,0.9073,0.2348,0.1604,0.1620
7.3750,8.4850,8.3750,6.9700,5.4700,4.5000,-0.7056,-0.5785,-0.7547,-0.9487,-0.8216,0.0490,0.1761,0.7022,0.3807,0.5098,-0.3215,-0.1925,0.6761,0.8052,-2.1492,-2.2782,-1.7641,0.9976,0.9169,0.2126,0.1603,0.1620
7.5000,8.4850,8.3750,6.9700,5.4700,4.5000,-0.7870,-0.6599,-0.8478,-0.9628,-0.8357,0.0608,0.1879,0.6350,0.4807,0.6097,-0.1543,-0.0253,0.8693,0.9983,-2.1582,-2.2872,-1.7895,1.0236,0.9236,0.1903,0.1603,0.1620
7.6250,8.4850,8.3750,6.9700,5.4700,4.5000,-0.8772,-0.7501,-0.9435,-0.9748,-0.8476,0.0662,0.1933,0.5570,0.5588,0.6878,0.0018,0.1308,1.0427,1.1717,-2.1656,-2.2946,-1.8036,1.0409,0.9282,0.1683,0.1603,0.1620
7.7500,8.4850,8.3750,6.9700,5.4700,4.5000,-0.9726,-0.8455,-1.0391,-0.9844,-0.8573,0.0666,0.1936,0.4711,0.6187,0.7477,0.1476,0.2766,1.1986,1.3276,-2.1732,-2.3022,-1.8076,1.0510,0.9321,0.1464,0.1602,0.1620
7.8750,8.4850,8.3750,6.9700,5.4700,4.5000,-1.0727,-0.9456,-1.1346,-0.9925,-0.8655,0.0631,0.1901,0.3788,0.6644,0.7934,0.2845,0.4135,1.3402,1.4692,-2.1766,-2.3056,-1.8039,1.0557,0.9354,0.1248,0.1601,0.1620
8.0000,8.4850,8.3750,6.9700,5.4700,4.5000,-1.1727,-1.0456,-1.2301,-0.9998,-0.8728,0.0575,0.1845,0.2865,0.7004,0.8294,0.4139,0.5429,1.4712,1.6002,-2.1789,-2.3079,-1.7951,1.0573,0.9388,0.1032,0.1600,0.1620
8.1250,8.4850,8.3750,6.9700,5.4700,4.5000,-1.2720,-1.1449,-1.3232,-1.0064,-0.8793,0.0500,0.1770,0.1940,0.7279,0.8569,0.5356,0.6646,1.5921,1.7211,-2.1782,-2.3073,-1.7820,1.0564,0.9426,0.0807,0.1600,0.1620
8.2500,8.4850,8.3750,6.9700,5.4700,4.5000,-1.3704,-1.2433,-1.4129,-1.0126,-0.8855,0.0425,0.1696,0.1015,0.7509,0.8799,0.6494,0.7784,1.7045,1.8335,-2.1756,-2.3047,-1.7675,1.0551,0.9468,0.0571,0.1599,0.1619
8.3750,8.4850,8.3750,6.9700,5.4700,4.5000,-1.4630,-1.3359,-1.4976,-1.0185,-0.8914,0.0351,0.1622,0.0147,0.7696,0.8986,0.7543,0.8833,1.8076,1.9367,-2.1719,-2.3009,-1.7519,1.0536,0.9516,0.0319,0.1598,0.1618
8.5000,8.4850,8.3750,6.9700,5.4700,4.5000,-1.5488,-1.4217,-1.5765,-1.0241,-0.8971,0.0278,0.1548,-0.0655,0.7847,0.9137,0.8502,0.9792,1.9020,2.0311,-2.1663,-2.2953,-1.7356,1.0519,0.9570,0.0050,0.1596,0.1618
6.5000,8.5600,8.4500,7.1200,5.6200,4.5000,-0.4156,-0.2885,-0.1942,-0.7272,-0.6001,-0.2217,-0.0946,0.7739,-1.0407,-0.9117,-1.8157,-1.6866,-1.3106,-1.1815,nan,nan,-1.2675,0.5049,0.7828,0.4117,0.1614,0.1621
6.6250,8.5600,8.4500,7.1200,5.6200,4.5000,-0.4149,-0.2878,-0.2480,-0.7431,-0.6161,-0.1671,-0.0400,0.7902,-0.8027,-0.6737,-1.5938,-1.4648,-1.0182,-0.8892,nan,nan,-1.3563,0.5755,0.8043,0.3902,0.1613,0.1622
6.7500,8.5600,8.4500,7.1200,5.6200,4.5000,-0.4218,-0.2948,-0.3082,-0.7600,-0.6329,-0.1140,0.0130,0.7995,-0.5740,-0.4449,-1.3743,-1.2453,-0.7292,-0.6002,nan,nan,-1.4419,0.6451,0.8237,0.3684,0.1611,0.1621
6.8750,8.5600,8.4500,7.1200,5.6200,4.5000,-0.4369,-0.3099,-0.3746,-0.7776,-0.6505,-0.0629,0.0641,0.8013,-0.3559,-0.2268,-1.1579,-1.0289,-0.4447,-0.3156,nan,nan,-1.5235,0.7132,0.8409,0.3465,0.1610,0.1621
7.0000,8.5600,8.4500,7.1200,5.6200,4.5000,-0.4624,-0.3353,-0.4478,-0.7953,-0.6682,-0.0148,0.1123,0.7937,-0.1510,-0.0219,-0.9454,-0.8163,-0.1662,-0.0371,nan,nan,-1.6003,0.7792,0.8557,0.3242,0.1609,0.1621
7.1250,8.5600,8.4500,7.1200,5.6200,4.5000,-0.5010,-0.3738,-0.5273,-0.8131,-0.6860,0.0263,0.1534,0.7732,0.0322,0.1613,-0.7416,-0.6126,0.0966,0.2257,nan,nan,-1.6675,0.8383,0.8677,0.3014,0.1609,0.1621
7.2500,8.5600,8.4500,7.1200,5.6200,4.5000,-0.5557,-0.4286,-0.6136,-0.8309,-0.7038,0.0582,0.1853,0.7359,0.1870,0.3161,-0.5495,-0.4204,0.3379,0.4670,-2.2321,-2.3611,-1.7220,0.8874,0.8762,0.2776,0.1608,0.1620
7.3750,8.5600,8.4500,7.1200,5.6200,4.5000,-0.6231,-0.4960,-0.7052,-0.8467,-0.7196,0.0825,0.2096,0.6844,0.3159,0.4449,-0.3692,-0.2402,0.5580,0.6870,-2.2452,-2.3743,-1.7643,0.9272,0.8817,0.2530,0.1608,0.1620
7.5000,8.5600,8.4500,7.1200,5.6200,4.5000,-0.7027,-0.5756,-0.7999,-0.8595,-0.7324,0.0980,0.2251,0.6179,0.4153,0.5443,-0.2033,-0.0743,0.7522,0.8812,-2.2593,-2.3883,-1.7917,0.9555,0.8841,0.2284,0.1608,0.1620
7.6250,8.5600,8.4500,7.1200,5.6200,4.5000,-0.7911,-0.6640,-0.8971,-0.8704,-0.7433,0.1069,0.2339,0.5409,0.4927,0.6217,-0.0490,0.0800,0.9265,1.0556,-2.2719,-2.4009,-1.8077,0.9756,0.8843,0.2038,0.1608,0.1620
7.7500,8.5600,8.4500,7.1200,5.6200,4.5000,-0.8844,-0.7573,-0.9943,-0.8793,-0.7522,0.1104,0.2373,0.4568,0.5517,0.6807,0.0943,0.2233,1.0829,1.2120,-2.2846,-2.4136,-1.8132,0.9887,0.8844,0.1796,0.1608,0.1620
7.8750,8.5600,8.4500,7.1200,5.6200,4.5000,-0.9822,-0.8551,-1.0907,-0.8871,-0.7600,0.1098,0.2368,0.3670,0.5964,0.7254,0.2282,0.3572,1.2247,1.3537,-2.2923,-2.4213,-1.8109,0.9965,0.8844,0.1563,0.1607,0.1621
8.0000,8.5600,8.4500,7.1200,5.6200,4.5000,-1.0801,-0.9529,-1.1866,-0.8944,-0.7674,0.1062,0.2332,0.2772,0.6317,0.7607,0.3542,0.4832,1.3553,1.4843,-2.2986,-2.4276,-1.8029,1.0011,0.8845,0.1334,0.1606,0.1620
8.1250,8.5600,8.4500,7.1200,5.6200,4.5000,-1.1766,-1.0495,-1.2793,-0.9014,-0.7743,0.0995,0.2266,0.1881,0.6586,0.7876,0.4720,0.6010,1.4752,1.6042,-2.3008,-2.4298,-1.7900,1.0029,0.8857,0.1106,0.1605,0.1620
8.2500,8.5600,8.4500,7.1200,5.6200,4.5000,-1.2717,-1.1447,-1.3674,-0.9083,-0.7812,0.0931,0.2202,0.0997,0.6812,0.8102,0.5816,0.7106,1.5859,1.7149,-2.3003,-2.4294,-1.7754,1.0039,0.8882,0.0877,0.1605,0.1619
8.3750,8.5600,8.4500,7.1200,5.6200,4.5000,-1.3601,-1.2331,-1.4495,-0.9151,-0.7880,0.0872,0.2143,0.0176,0.6998,0.8288,0.6818,0.8108,1.6866,1.8156,-2.2978,-2.4268,-1.7594,1.0042,0.8917,0.0640,0.1604,0.1619
8.5000,8.5600,8.4500,7.1200,5.6200,4.5000,-1.4411,-1.3139,-1.5249,-0.9219,-0.7949,0.0815,0.2086,-0.0573,0.7152,0.8442,0.7728,0.9018,1.7778,1.9069,-2.2925,-2.4215,-1.7422,1.0040,0.8965,0.0396,0.1602,0.1618
6.5000,8.6350,8.5250,7.2700,5.7700,4.5000,-0.3516,-0.2245,-0.1553,-0.6270,-0.4999,-0.1963,-0.0692,0.7386,-1.1267,-0.9976,-1.8652,-1.7362,-1.4346,-1.3056,nan,nan,-1.2678,0.4306,0.7465,0.4479,0.1619,0.1622
6.6250,8.6350,8.5250,7.2700,5.7700,4.5000,-0.3514,-0.2243,-0.2079,-0.6411,-0.5141,-0.1432,-0.0161,0.7526,-0.8921,-0.7631,-1.6447,-1.5157,-1.1467,-1.0177,nan,nan,-1.3549,0.4980,0.7652,0.4265,0.1618,0.1622
6.7500,8.6350,8.5250,7.2700,5.7700,4.5000,-0.3582,-0.2311,-0.2672,-0.6558,-0.5288,-0.0909,0.0361,0.7602,-0.6661,-0.5371,-1.4263,-1.2973,-0.8614,-0.7324,nan,nan,-1.4394,0.5649,0.7816,0.4046,0.1617,0.1622
6.8750,8.6350,8.5250,7.2700,5.7700,4.5000,-0.3726,-0.2455,-0.3329,-0.6711,-0.5441,-0.0399,0.0872,0.7606,-0.4501,-0.3210,-1.2107,-1.0816,-0.5797,-0.4506,nan,nan,-1.5206,0.6310,0.7957,0.3823,0.1616,0.1622
7.0000,8.6350,8.5250,7.2700,5.7700,4.5000,-0.3965,-0.2694,-0.4058,-0.6866,-0.5595,0.0093,0.1364,0.7523,-0.2463,-0.1172,-0.9986,-0.8695,-0.3027,-0.1736,nan,nan,-1.5977,0.6959,0.8073,0.3593,0.1615,0.1622
7.1250,8.6350,8.5250,7.2700,5.7700,4.5000,-0.4328,-0.3057,-0.4852,-0.7022,-0.5751,0.0525,0.1796,0.7319,-0.0632,0.0658,-0.7951,-0.6660,-0.0402,0.0888,nan,nan,-1.6665,0.7549,0.8161,0.3356,0.1614,0.1621
7.2500,8.6350,8.5250,7.2700,5.7700,4.5000,-0.4846,-0.3575,-0.5720,-0.7179,-0.5908,0.0874,0.2145,0.6955,0.0924,0.2214,-0.6031,-0.4741,0.2022,0.3312,-2.3405,-2.4695,-1.7241,0.8053,0.8212,0.3103,0.1614,0.1621
7.3750,8.6350,8.5250,7.2700,5.7700,4.5000,-0.5489,-0.4218,-0.6647,-0.7319,-0.6048,0.1153,0.2424,0.6454,0.2221,0.3511,-0.4234,-0.2944,0.4239,0.5529,-2.3590,-2.4880,-1.7700,0.8473,0.8231,0.2838,0.1614,0.1621
7.5000,8.6350,8.5250,7.2700,5.7700,4.5000,-0.6255,-0.4984,-0.7608,-0.7432,-0.6162,0.1352,0.2623,0.5805,0.3217,0.4507,-0.2588,-0.1298,0.6196,0.7487,-2.3784,-2.5074,-1.8013,0.8785,0.8215,0.2571,0.1614,0.1621
7.6250,8.6350,8.5250,7.2700,5.7700,4.5000,-0.7110,-0.5839,-0.8599,-0.7528,-0.6258,0.1492,0.2762,0.5050,0.3987,0.5277,-0.1068,0.0222,0.7951,0.9243,-2.3972,-2.5263,-1.8212,0.9020,0.8173,0.2302,0.1614,0.1621
7.7500,8.6350,8.5250,7.2700,5.7700,4.5000,-0.8010,-0.6739,-0.9589,-0.7608,-0.6337,0.1580,0.2850,0.4235,0.4566,0.5856,0.0332,0.1622,0.9519,1.0810,-2.4162,-2.5453,-1.8303,0.9188,0.8131,0.2033,0.1614,0.1621
7.8750,8.6350,8.5250,7.2700,5.7700,4.5000,-0.8952,-0.7681,-1.0567,-0.7678,-0.6407,0.1627,0.2898,0.3367,0.5000,0.6290,0.1629,0.2919,1.0935,1.2225,-2.4296,-2.5586,-1.8312,0.9306,0.8090,0.1776,0.1614,0.1621
8.0000,8.6350,8.5250,7.2700,5.7700,4.5000,-0.9893,-0.8622,-1.1536,-0.7748,-0.6477,0.1643,0.2914,0.2499,0.5341,0.6631,0.2842,0.4132,1.2233,1.3523,-2.4413,-2.5703,-1.8255,0.9391,0.8049,0.1534,0.1613,0.1621
8.1250,8.6350,8.5250,7.2700,5.7700,4.5000,-1.0819,-0.9548,-1.2463,-0.7818,-0.6547,0.1631,0.2902,0.1646,0.5600,0.6890,0.3969,0.5259,1.3418,1.4708,-2.4478,-2.5768,-1.8143,0.9448,0.8026,0.1302,0.1612,0.1621
8.2500,8.6350,8.5250,7.2700,5.7700,4.5000,-1.1726,-1.0456,-1.3331,-0.7888,-0.6617,0.1605,0.2876,0.0810,0.5822,0.7112,0.5012,0.6302,1.4505,1.5795,-2.4510,-2.5800,-1.8006,0.9493,0.8026,0.1078,0.1611,0.1620
8.3750,8.6350,8.5250,7.2700,5.7700,4.5000,-1.2567,-1.1297,-1.4129,-0.7961,-0.6691,0.1565,0.2836,0.0043,0.6007,0.7297,0.5959,0.7249,1.5485,1.6775,-2.4512,-2.5802,-1.7849,0.9528,0.8043,0.0859,0.1610,0.1619
8.5000,8.6350,8.5250,7.2700,5.7700,4.5000,-1.3334,-1.2063,-1.4848,-0.8039,-0.6769,0.1514,0.2785,-0.0646,0.6164,0.7454,0.6810,0.8100,1.6363,1.7654,-2.4478,-2.5768,-1.7676,0.9554,0.8080,0.0645,0.1609,0.1619
