Thu Dec 10 14:37:50 CLST 2015
MAPPINGS V HII Region Grid: QZ sph_GCZO_Pk50_kinf
Run: sph,two,LPk=5.0,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
Resampled with pyqz 0.8.4 (sampling=2) 2017-06-13 15:25:48.819285
Original LogQ: [ 6.5   6.75  7.    7.25  7.5   7.75  8.    8.25  8.5 ]
Original Tot[O]+12: [ 8.11   8.485  8.635  8.835  8.985]
LogQ(0),Tot[O]+12(1),gas[O]+12(2),Tot[Fe](3),gas[Fe](4),LogP/k(5),[NII]/Ha(6),[NII]+/Ha(7),[SII]+/Ha(8),[NII]/[OII]+(9),[NII]+/[OII]+(10),[NII]/[SII]+(11),[NII]+/[SII]+(12),[OII]+/Hb(13),[OIII]/Hb(14),[OIII]+/Hb(15),[OIII]/[OII]+(16),[OIII]+/[OII]+(17),[OIII]/[SII]+(18),[OIII]+/[SII]+(19),4363/[OIII](20),4363/[OIII]+(21),[OI]/[OII]+(22),[OII]+/[SII]+(23),R23(24),S23(25),6716/6731(26),3729/3726(27)
7.7500,8.1100,8.0000,6.3700,4.8700,5.0000,-1.3505,-1.2235,-1.2014,-1.3298,-1.2028,-0.1491,-0.0220,0.4370,0.5667,0.6957,0.1297,0.2587,1.3104,1.4395,-1.8444,-1.9734,-1.8030,1.1807,0.8864,-0.0926,0.1577,0.1606
7.8750,8.1100,8.0000,6.3700,4.8700,5.0000,-1.4009,-1.2739,-1.2469,-1.3323,-1.2053,-0.1532,-0.0261,0.3908,0.6095,0.7385,0.2203,0.3493,1.3990,1.5281,-1.8373,-1.9663,-1.7940,1.1787,0.8996,-0.0993,0.1576,0.1606
8.0000,8.1100,8.0000,6.3700,4.8700,5.0000,-1.4396,-1.3125,-1.2825,-1.3334,-1.2063,-0.1571,-0.0300,0.3505,0.6406,0.7696,0.2901,0.4191,1.4663,1.5954,-1.8314,-1.9604,-1.7851,1.1763,0.9098,-0.1059,0.1576,0.1606
8.1250,8.1100,8.0000,6.3700,4.8700,5.0000,-1.4703,-1.3432,-1.3101,-1.3332,-1.2061,-0.1600,-0.0329,0.3191,0.6615,0.7906,0.3421,0.4711,1.5151,1.6442,-1.8268,-1.9558,-1.7763,1.1734,0.9174,-0.1123,0.1576,0.1606
8.2500,8.1100,8.0000,6.3700,4.8700,5.0000,-1.4930,-1.3659,-1.3308,-1.3329,-1.2058,-0.1622,-0.0351,0.2961,0.6772,0.8063,0.3812,0.5102,1.5519,1.6809,-1.8231,-1.9521,-1.7676,1.1707,0.9232,-0.1183,0.1576,0.1606
8.3750,8.1100,8.0000,6.3700,4.8700,5.0000,-1.5097,-1.3826,-1.3459,-1.3325,-1.2054,-0.1638,-0.0367,0.2788,0.6880,0.8171,0.4092,0.5382,1.5779,1.7069,-1.8203,-1.9493,-1.7609,1.1687,0.9274,-0.1237,0.1576,0.1606
8.5000,8.1100,8.0000,6.3700,4.8700,5.0000,-1.5203,-1.3932,-1.3556,-1.3320,-1.2049,-0.1647,-0.0376,0.2676,0.6948,0.8238,0.4272,0.5562,1.5945,1.7235,-1.8182,-1.9472,-1.7565,1.1673,0.9303,-0.1283,0.1576,0.1606
6.5000,8.2975,8.1875,6.6419,5.1419,5.0000,-0.7330,-0.6059,-0.4083,-0.9870,-0.8599,-0.3258,-0.1987,0.7166,-0.9962,-0.8671,-1.7110,-1.5820,-1.0477,-0.9186,-2.0579,-2.1869,-1.2683,0.6637,0.7277,0.2048,0.1592,0.1606
6.6250,8.2975,8.1875,6.6419,5.1419,5.0000,-0.7292,-0.6021,-0.4615,-1.0090,-0.8819,-0.2686,-0.1416,0.7417,-0.7474,-0.6183,-1.4875,-1.3586,-0.7446,-0.6155,-2.0393,-2.1683,-1.3616,0.7432,0.7592,0.1850,0.1590,0.1606
6.7500,8.2975,8.1875,6.6419,5.1419,5.0000,-0.7339,-0.6068,-0.5197,-1.0321,-0.9050,-0.2153,-0.0883,0.7595,-0.5093,-0.3802,-1.2674,-1.1385,-0.4477,-0.3187,-2.0225,-2.1516,-1.4501,0.8199,0.7895,0.1663,0.1588,0.1606
6.8750,8.2975,8.1875,6.6419,5.1419,5.0000,-0.7470,-0.6199,-0.5820,-1.0565,-0.9294,-0.1662,-0.0391,0.7694,-0.2834,-0.1544,-1.0517,-0.9226,-0.1586,-0.0296,-2.0077,-2.1367,-1.5329,0.8931,0.8184,0.1486,0.1586,0.1606
7.0000,8.2975,8.1875,6.6419,5.1419,5.0000,-0.7718,-0.6447,-0.6497,-1.0811,-0.9540,-0.1233,0.0038,0.7691,-0.0730,0.0560,-0.8412,-0.7120,0.1204,0.2494,-1.9958,-2.1248,-1.6085,0.9614,0.8455,0.1319,0.1585,0.1606
7.1250,8.2975,8.1875,6.6419,5.1419,5.0000,-0.8086,-0.6814,-0.7217,-1.1049,-0.9778,-0.0898,0.0373,0.7561,0.1130,0.2420,-0.6419,-0.5128,0.3776,0.5066,-1.9872,-2.1161,-1.6721,1.0195,0.8702,0.1160,0.1584,0.1606
7.2500,8.2975,8.1875,6.6419,5.1419,5.0000,-0.8609,-0.7338,-0.7938,-1.1278,-1.0007,-0.0685,0.0586,0.7252,0.2678,0.3968,-0.4564,-0.3274,0.6066,0.7356,-1.9821,-2.1110,-1.7192,1.0630,0.8917,0.1008,0.1583,0.1605
7.3750,8.2975,8.1875,6.6419,5.1419,5.0000,-0.9240,-0.7969,-0.8661,-1.1465,-1.0194,-0.0555,0.0715,0.6805,0.3949,0.5240,-0.2869,-0.1579,0.8076,0.9366,-1.9792,-2.1082,-1.7517,1.0944,0.9101,0.0865,0.1582,0.1605
7.5000,8.2975,8.1875,6.6419,5.1419,5.0000,-0.9878,-0.8607,-0.9383,-1.1596,-1.0325,-0.0504,0.0767,0.6291,0.4915,0.6206,-0.1366,-0.0076,0.9754,1.1045,-1.9770,-2.1061,-1.7674,1.1121,0.9251,0.0730,0.1582,0.1605
7.6250,8.2975,8.1875,6.6419,5.1419,5.0000,-1.0523,-0.9252,-1.0049,-1.1691,-1.0420,-0.0507,0.0764,0.5717,0.5651,0.6941,-0.0051,0.1239,1.1159,1.2449,-1.9754,-2.1045,-1.7713,1.1206,0.9375,0.0605,0.1582,0.1605
7.7500,8.2975,8.1875,6.6419,5.1419,5.0000,-1.1166,-0.9895,-1.0639,-1.1748,-1.0477,-0.0529,0.0743,0.5147,0.6191,0.7480,0.1048,0.2339,1.2284,1.3575,-1.9738,-2.1028,-1.7676,1.1236,0.9473,0.0490,0.1582,0.1606
7.8750,8.2975,8.1875,6.6419,5.1419,5.0000,-1.1723,-1.0452,-1.1150,-1.1780,-1.0508,-0.0570,0.0701,0.4638,0.6574,0.7864,0.1954,0.3244,1.3175,1.4467,-1.9719,-2.1009,-1.7580,1.1223,0.9551,0.0384,0.1581,0.1606
8.0000,8.2975,8.1875,6.6419,5.1419,5.0000,-1.2162,-1.0891,-1.1554,-1.1797,-1.0526,-0.0608,0.0662,0.4196,0.6852,0.8142,0.2657,0.3947,1.3858,1.5150,-1.9700,-2.0990,-1.7484,1.1206,0.9611,0.0286,0.1581,0.1606
8.1250,8.2975,8.1875,6.6419,5.1419,5.0000,-1.2513,-1.1242,-1.1870,-1.1804,-1.0534,-0.0640,0.0631,0.3849,0.7038,0.8328,0.3185,0.4475,1.4358,1.5648,-1.9683,-2.0972,-1.7390,1.1183,0.9656,0.0196,0.1581,0.1605
8.2500,8.2975,8.1875,6.6419,5.1419,5.0000,-1.2775,-1.1504,-1.2108,-1.1808,-1.0538,-0.0666,0.0604,0.3593,0.7178,0.8467,0.3585,0.4875,1.4737,1.6026,-1.9666,-2.0955,-1.7299,1.1161,0.9692,0.0116,0.1581,0.1605
8.3750,8.2975,8.1875,6.6419,5.1419,5.0000,-1.2969,-1.1698,-1.2283,-1.1810,-1.0539,-0.0686,0.0585,0.3400,0.7274,0.8564,0.3874,0.5164,1.5007,1.6296,-1.9651,-2.0941,-1.7228,1.1145,0.9719,0.0047,0.1581,0.1605
8.5000,8.2975,8.1875,6.6419,5.1419,5.0000,-1.3095,-1.1824,-1.2397,-1.1810,-1.0538,-0.0698,0.0573,0.3274,0.7335,0.8626,0.4063,0.5353,1.5181,1.6471,-1.9639,-2.0929,-1.7180,1.1133,0.9738,-0.0011,0.1581,0.1605
6.5000,8.4850,8.3750,6.9700,5.4700,5.0000,-0.4956,-0.3685,-0.2452,-0.8164,-0.6893,-0.2504,-0.1233,0.7823,-0.9908,-0.8617,-1.7730,-1.6440,-1.2071,-1.0780,nan,nan,-1.2662,0.5660,0.7920,0.3631,0.1596,0.1605
6.6250,8.4850,8.3750,6.9700,5.4700,5.0000,-0.4941,-0.3670,-0.2990,-0.8344,-0.7073,-0.1949,-0.0678,0.8013,-0.7498,-0.6207,-1.5510,-1.4220,-0.9115,-0.7825,nan,nan,-1.3558,0.6395,0.8166,0.3420,0.1594,0.1605
6.7500,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5006,-0.3735,-0.3585,-0.8531,-0.7260,-0.1421,-0.0150,0.8130,-0.5191,-0.3901,-1.3321,-1.2031,-0.6211,-0.4921,nan,nan,-1.4410,0.7110,0.8393,0.3211,0.1593,0.1605
6.8750,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5151,-0.3880,-0.4229,-0.8726,-0.7455,-0.0923,0.0348,0.8170,-0.3002,-0.1713,-1.1173,-0.9882,-0.3373,-0.2083,nan,nan,-1.5211,0.7799,0.8599,0.3005,0.1592,0.1605
7.0000,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5407,-0.4136,-0.4936,-0.8923,-0.7652,-0.0471,0.0800,0.8111,-0.0962,0.0328,-0.9074,-0.7783,-0.0621,0.0669,nan,nan,-1.5947,0.8452,0.8781,0.2800,0.1591,0.1605
7.1250,8.4850,8.3750,6.9700,5.4700,5.0000,-0.5780,-0.4509,-0.5696,-0.9115,-0.7844,-0.0101,0.1170,0.7931,0.0845,0.2134,-0.7085,-0.5794,0.1933,0.3223,nan,nan,-1.6570,0.9018,0.8935,0.2595,0.1590,0.1604
7.2500,8.4850,8.3750,6.9700,5.4700,5.0000,-0.6309,-0.5038,-0.6468,-0.9301,-0.8030,0.0159,0.1430,0.7581,0.2348,0.3638,-0.5233,-0.3943,0.4227,0.5517,-2.1401,-2.2691,-1.7041,0.9460,0.9053,0.2391,0.1590,0.1604
7.3750,8.4850,8.3750,6.9700,5.4700,5.0000,-0.6950,-0.5679,-0.7254,-0.9457,-0.8186,0.0337,0.1608,0.7097,0.3579,0.4870,-0.3539,-0.2249,0.6254,0.7544,-2.1479,-2.2770,-1.7374,0.9793,0.9141,0.2190,0.1590,0.1604
7.5000,8.4850,8.3750,6.9700,5.4700,5.0000,-0.7610,-0.6339,-0.8040,-0.9569,-0.8298,0.0430,0.1701,0.6547,0.4508,0.5799,-0.2038,-0.0748,0.7961,0.9251,-2.1570,-2.2861,-1.7543,0.9999,0.9199,0.1992,0.1589,0.1604
7.6250,8.4850,8.3750,6.9700,5.4700,5.0000,-0.8289,-0.7018,-0.8771,-0.9654,-0.8383,0.0465,0.1737,0.5939,0.5211,0.6501,-0.0720,0.0571,0.9402,1.0692,-2.1644,-2.2934,-1.7598,1.0120,0.9237,0.1807,0.1589,0.1604
7.7500,8.4850,8.3750,6.9700,5.4700,5.0000,-0.8966,-0.7695,-0.9436,-0.9711,-0.8440,0.0470,0.1741,0.5334,0.5724,0.7014,0.0390,0.1681,1.0571,1.1862,-2.1724,-2.3014,-1.7569,1.0181,0.9265,0.1640,0.1589,0.1604
7.8750,8.4850,8.3750,6.9700,5.4700,5.0000,-0.9561,-0.8290,-1.0015,-0.9748,-0.8477,0.0450,0.1720,0.4789,0.6089,0.7379,0.1315,0.2605,1.1513,1.2804,-2.1769,-2.3059,-1.7477,1.0198,0.9284,0.1490,0.1588,0.1604
8.0000,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0053,-0.8782,-1.0482,-0.9774,-0.8503,0.0429,0.1699,0.4310,0.6355,0.7645,0.2045,0.3335,1.2247,1.3538,-2.1808,-2.3098,-1.7382,1.0203,0.9301,0.1359,0.1588,0.1604
8.1250,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0450,-0.9179,-1.0853,-0.9790,-0.8520,0.0407,0.1677,0.3928,0.6535,0.7825,0.2603,0.3893,1.2797,1.4088,-2.1829,-2.3119,-1.7283,1.0196,0.9316,0.1245,0.1588,0.1604
8.2500,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0751,-0.9480,-1.1136,-0.9803,-0.8533,0.0386,0.1656,0.3642,0.6673,0.7963,0.3031,0.4321,1.3220,1.4510,-2.1837,-2.3127,-1.7186,1.0189,0.9330,0.1148,0.1588,0.1603
8.3750,8.4850,8.3750,6.9700,5.4700,5.0000,-1.0978,-0.9707,-1.1347,-0.9813,-0.8542,0.0369,0.1640,0.3425,0.6770,0.8061,0.3345,0.4635,1.3528,1.4818,-2.1842,-2.3132,-1.7108,1.0183,0.9344,0.1066,0.1588,0.1603
8.5000,8.4850,8.3750,6.9700,5.4700,5.0000,-1.1129,-0.9858,-1.1487,-0.9820,-0.8549,0.0358,0.1629,0.3281,0.6835,0.8126,0.3555,0.4845,1.3733,1.5023,-2.1837,-2.3127,-1.7052,1.0178,0.9357,0.1000,0.1587,0.1603
6.5000,8.5600,8.4500,7.1200,5.6200,5.0000,-0.4166,-0.2895,-0.1920,-0.7309,-0.6038,-0.2249,-0.0978,0.7760,-1.0401,-0.9110,-1.8168,-1.6877,-1.3114,-1.1824,nan,nan,-1.2666,0.5053,0.7848,0.4131,0.1599,0.1605
6.6250,8.5600,8.4500,7.1200,5.6200,5.0000,-0.4160,-0.2890,-0.2454,-0.7468,-0.6197,-0.1708,-0.0437,0.7921,-0.8030,-0.6740,-1.5957,-1.4666,-1.0204,-0.8913,nan,nan,-1.3546,0.5753,0.8061,0.3916,0.1597,0.1604
6.7500,8.5600,8.4500,7.1200,5.6200,5.0000,-0.4230,-0.2959,-0.3048,-0.7633,-0.6362,-0.1186,0.0085,0.8013,-0.5756,-0.4466,-1.3775,-1.2484,-0.7337,-0.6047,nan,nan,-1.4388,0.6438,0.8252,0.3701,0.1596,0.1604
6.8750,8.5600,8.4500,7.1200,5.6200,5.0000,-0.4376,-0.3105,-0.3694,-0.7804,-0.6534,-0.0686,0.0585,0.8031,-0.3595,-0.2305,-1.1631,-1.0340,-0.4527,-0.3237,nan,nan,-1.5183,0.7104,0.8420,0.3486,0.1596,0.1604
7.0000,8.5600,8.4500,7.1200,5.6200,5.0000,-0.4626,-0.3355,-0.4406,-0.7977,-0.6706,-0.0221,0.1050,0.7954,-0.1574,-0.0284,-0.9533,-0.8242,-0.1791,-0.0501,nan,nan,-1.5921,0.7742,0.8563,0.3268,0.1595,0.1604
7.1250,8.5600,8.4500,7.1200,5.6200,5.0000,-0.4989,-0.3718,-0.5175,-0.8147,-0.6875,0.0170,0.1440,0.7763,0.0223,0.1512,-0.7542,-0.6252,0.0761,0.2051,nan,nan,-1.6552,0.8304,0.8679,0.3046,0.1594,0.1604
7.2500,8.5600,8.4500,7.1200,5.6200,5.0000,-0.5506,-0.4235,-0.5962,-0.8313,-0.7042,0.0460,0.1730,0.7408,0.1725,0.3015,-0.5687,-0.4397,0.3068,0.4358,-2.2301,-2.3591,-1.7040,0.8755,0.8758,0.2824,0.1594,0.1603
7.3750,8.5600,8.4500,7.1200,5.6200,5.0000,-0.6135,-0.4865,-0.6770,-0.8453,-0.7182,0.0674,0.1944,0.6923,0.2959,0.4249,-0.3989,-0.2699,0.5117,0.6407,-2.2428,-2.3718,-1.7394,0.9106,0.8807,0.2601,0.1593,0.1603
7.5000,8.5600,8.4500,7.1200,5.6200,5.0000,-0.6791,-0.5520,-0.7579,-0.8557,-0.7286,0.0799,0.2070,0.6370,0.3889,0.5180,-0.2483,-0.1193,0.6851,0.8141,-2.2566,-2.3856,-1.7585,0.9334,0.8829,0.2379,0.1593,0.1603
7.6250,8.5600,8.4500,7.1200,5.6200,5.0000,-0.7475,-0.6204,-0.8337,-0.8637,-0.7366,0.0862,0.2132,0.5756,0.4593,0.5884,-0.1160,0.0131,0.8323,0.9614,-2.2686,-2.3976,-1.7660,0.9481,0.8831,0.2171,0.1593,0.1603
7.7500,8.5600,8.4500,7.1200,5.6200,5.0000,-0.8155,-0.6884,-0.9034,-0.8692,-0.7421,0.0884,0.2155,0.5146,0.5106,0.6397,-0.0041,0.1250,0.9524,1.0815,-2.2810,-2.4100,-1.7646,0.9565,0.8830,0.1981,0.1593,0.1603
7.8750,8.5600,8.4500,7.1200,5.6200,5.0000,-0.8759,-0.7488,-0.9644,-0.8731,-0.7460,0.0876,0.2147,0.4593,0.5472,0.6762,0.0895,0.2186,1.0500,1.1791,-2.2888,-2.4179,-1.7563,0.9604,0.8825,0.1812,0.1592,0.1603
8.0000,8.5600,8.4500,7.1200,5.6200,5.0000,-0.9270,-0.7999,-1.0139,-0.8760,-0.7489,0.0863,0.2133,0.4101,0.5740,0.7030,0.1640,0.2930,1.1267,1.2557,-2.2958,-2.4248,-1.7472,0.9626,0.8822,0.1668,0.1592,0.1603
8.1250,8.5600,8.4500,7.1200,5.6200,5.0000,-0.9686,-0.8415,-1.0536,-0.8781,-0.7510,0.0842,0.2112,0.3705,0.5922,0.7212,0.2214,0.3505,1.1848,1.3139,-2.2997,-2.4287,-1.7369,0.9632,0.8823,0.1545,0.1592,0.1602
8.2500,8.5600,8.4500,7.1200,5.6200,5.0000,-1.0002,-0.8731,-1.0841,-0.8798,-0.7528,0.0822,0.2093,0.3408,0.6062,0.7353,0.2657,0.3947,1.2298,1.3589,-2.3018,-2.4308,-1.7270,0.9636,0.8829,0.1441,0.1591,0.1602
8.3750,8.5600,8.4500,7.1200,5.6200,5.0000,-1.0243,-0.8972,-1.1069,-0.8812,-0.7542,0.0813,0.2084,0.3182,0.6163,0.7454,0.2986,0.4276,1.2630,1.3921,-2.3031,-2.4321,-1.7189,0.9639,0.8837,0.1355,0.1591,0.1601
8.5000,8.5600,8.4500,7.1200,5.6200,5.0000,-1.0404,-0.9133,-1.1222,-0.8824,-0.7554,0.0813,0.2084,0.3032,0.6232,0.7523,0.3207,0.4497,1.2855,1.4145,-2.3026,-2.4316,-1.7123,0.9640,0.8850,0.1286,0.1590,0.1601
6.5000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3516,-0.2245,-0.1522,-0.6315,-0.5044,-0.1994,-0.0723,0.7425,-1.1241,-0.9951,-1.8666,-1.7375,-1.4345,-1.3055,nan,nan,-1.2675,0.4321,0.7503,0.4501,0.1602,0.1604
6.6250,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3515,-0.2245,-0.2047,-0.6455,-0.5185,-0.1467,-0.0196,0.7563,-0.8905,-0.7615,-1.6468,-1.5176,-1.1478,-1.0188,nan,nan,-1.3538,0.4989,0.7687,0.4287,0.1601,0.1603
6.7500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3584,-0.2314,-0.2633,-0.6600,-0.5330,-0.0952,0.0319,0.7636,-0.6659,-0.5369,-1.4295,-1.3004,-0.8646,-0.7356,nan,nan,-1.4370,0.5649,0.7848,0.4070,0.1600,0.1603
6.8750,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3725,-0.2454,-0.3275,-0.6750,-0.5479,-0.0452,0.0819,0.7639,-0.4517,-0.3227,-1.2157,-1.0866,-0.5861,-0.4571,nan,nan,-1.5163,0.6296,0.7985,0.3850,0.1599,0.1603
7.0000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.3961,-0.2690,-0.3985,-0.6900,-0.5629,0.0025,0.1295,0.7555,-0.2505,-0.1215,-1.0060,-0.8770,-0.3136,-0.1846,nan,nan,-1.5907,0.6924,0.8096,0.3624,0.1599,0.1603
7.1250,8.6350,8.5250,7.2700,5.7700,5.0000,-0.4304,-0.3034,-0.4755,-0.7049,-0.5778,0.0437,0.1706,0.7363,-0.0708,0.0582,-0.8068,-0.6778,-0.0582,0.0708,nan,nan,-1.6557,0.7487,0.8180,0.3392,0.1598,0.1603
7.2500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.4798,-0.3528,-0.5555,-0.7196,-0.5925,0.0757,0.2027,0.7014,0.0806,0.2096,-0.6208,-0.4918,0.1745,0.3035,-2.3371,-2.4662,-1.7077,0.7953,0.8227,0.3155,0.1598,0.1602
7.3750,8.6350,8.5250,7.2700,5.7700,5.0000,-0.5405,-0.4135,-0.6386,-0.7322,-0.6051,0.1005,0.2275,0.6538,0.2053,0.3344,-0.4504,-0.3214,0.3822,0.5112,-2.3550,-2.4841,-1.7470,0.8327,0.8242,0.2913,0.1598,0.1602
7.5000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.6050,-0.4779,-0.7218,-0.7416,-0.6145,0.1168,0.2438,0.5987,0.2992,0.4283,-0.2995,-0.1705,0.5589,0.6879,-2.3739,-2.5029,-1.7701,0.8584,0.8228,0.2670,0.1597,0.1602
7.6250,8.6350,8.5250,7.2700,5.7700,5.0000,-0.6731,-0.5461,-0.8005,-0.7489,-0.6218,0.1273,0.2543,0.5372,0.3699,0.4990,-0.1669,-0.0378,0.7094,0.8385,-2.3915,-2.5205,-1.7817,0.8762,0.8192,0.2439,0.1597,0.1601
7.7500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.7409,-0.6139,-0.8744,-0.7540,-0.6270,0.1335,0.2605,0.4759,0.4211,0.5502,-0.0548,0.0743,0.8327,0.9618,-2.4095,-2.5385,-1.7832,0.8875,0.8157,0.2223,0.1597,0.1601
7.8750,8.6350,8.5250,7.2700,5.7700,5.0000,-0.8019,-0.6748,-0.9394,-0.7578,-0.6308,0.1364,0.2633,0.4199,0.4574,0.5864,0.0392,0.1684,0.9335,1.0625,-2.4218,-2.5508,-1.7773,0.8941,0.8123,0.2031,0.1596,0.1601
8.0000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.8549,-0.7278,-0.9927,-0.7609,-0.6338,0.1378,0.2648,0.3693,0.4840,0.6130,0.1146,0.2437,1.0133,1.1423,-2.4329,-2.5619,-1.7696,0.8986,0.8091,0.1871,0.1596,0.1601
8.1250,8.6350,8.5250,7.2700,5.7700,5.0000,-0.8983,-0.7712,-1.0361,-0.7633,-0.6362,0.1380,0.2650,0.3284,0.5022,0.6312,0.1733,0.3024,1.0745,1.2035,-2.4397,-2.5688,-1.7598,0.9012,0.8071,0.1735,0.1595,0.1601
8.2500,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9317,-0.8046,-1.0696,-0.7654,-0.6384,0.1379,0.2650,0.2974,0.5164,0.6455,0.2190,0.3480,1.1223,1.2514,-2.4440,-2.5731,-1.7505,0.9033,0.8064,0.1623,0.1595,0.1600
8.3750,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9575,-0.8304,-1.0950,-0.7673,-0.6403,0.1376,0.2647,0.2736,0.5268,0.6559,0.2532,0.3822,1.1580,1.2871,-2.4469,-2.5760,-1.7426,0.9049,0.8064,0.1532,0.1594,0.1599
8.5000,8.6350,8.5250,7.2700,5.7700,5.0000,-0.9752,-0.8481,-1.1123,-0.7690,-0.6420,0.1371,0.2642,0.2577,0.5343,0.6633,0.2766,0.4056,1.1828,1.3118,-2.4473,-2.5763,-1.7358,0.9062,0.8073,0.1461,0.1594,0.1599
