Thu Dec 10 14:01:32 CLST 2015
MAPPINGS V HII Region Grid: QZ sph_GCZO_Pk45_kinf
Run: sph,two,LPk=4.5,dep=Depln_Fe_1.50.txt,kap=inf,GCZFea05t2,SF=cont,a05,isp,#11,P6,Mv5.0.16,Svm802,FE15
LogQ(1),Tot[O]+12(2),gas[O]+12(3),Tot[Fe](4),gas[Fe](5),LogP/k(6),[NII]/Ha(7),[NII]+/Ha(8),[SII]+/Ha(9),[NII]/[OII]+(10),[NII]+/[OII]+(11),[NII]/[SII]+(12),[NII]+/[SII]+(13),[OII]+/Hb(14),[OIII]/Hb(15),[OIII]+/Hb(16),[OIII]/[OII]+(17),[OIII]+/[OII]+(18),[OIII]/[SII]+(19),[OIII]+/[SII]+(20),4363/[OIII](21),4363/[OIII]+(22),[OI]/[OII]+(23),[OII]+/[SII]+(24),R23(25),S23(26),6716/6731(27),3729/3726(28)
   6.7500,  8.9850,  8.8750,  7.9700,  6.4700,  4.5000, -0.4326, -0.3055, -0.4646,  0.1065,  0.2336,  0.0320,  0.1591, -0.0576, -1.9132, -1.7841, -1.8556, -1.7266, -1.9300, -1.8010, -3.2244, -3.3535, -1.3205, -0.0744, -0.0495,  0.2286,  0.1649,  0.1625
c
   7.0000,  8.1100,  8.0000,  6.3700,  4.8700,  4.5000, -1.0300, -0.9030, -0.8192, -1.2209, -1.0939, -0.2109, -0.0838,  0.6538, -0.1782, -0.0492, -0.8320, -0.7030,  0.1781,  0.3071, -1.9201, -2.0491, -1.6205,  1.0101,  0.7323, -0.0410,  0.1594,  0.1619
   7.0000,  8.4850,  8.3750,  6.9700,  5.4700,  4.5000, -0.5378, -0.4108, -0.4892, -0.8880, -0.7609, -0.0486,  0.0784,  0.8101, -0.1042,  0.0248, -0.9143, -0.7853, -0.0750,  0.0540, -2.1352, -2.2642, -1.5874,  0.8394,  0.8761,  0.2811,  0.1605,  0.1620
   7.0000,  8.6350,  8.5250,  7.2700,  5.7700,  4.5000, -0.3948, -0.2677, -0.3962, -0.6847, -0.5576,  0.0014,  0.1285,  0.7521, -0.2597, -0.1307, -1.0119, -0.8828, -0.3258, -0.1967, -2.3193, -2.4483, -1.5835,  0.6861,  0.8056,  0.3622,  0.1615,  0.1622
   7.0000,  8.8350,  8.7250,  7.6700,  6.1700,  4.5000, -0.3042, -0.1771, -0.3944, -0.3299, -0.2029,  0.0902,  0.2173,  0.4955, -0.6802, -0.5511, -1.1757, -1.0466, -0.7555, -0.6265, -2.6874, -2.8165, -1.5886,  0.4201,  0.5329,  0.3724,  0.1634,  0.1624
   7.0000,  8.9850,  8.8750,  7.9700,  6.4700,  4.5000, -0.4352, -0.3081, -0.5658,  0.0876,  0.2146,  0.1306,  0.2577, -0.0419, -1.4859, -1.3569, -1.4440, -1.3149, -1.4009, -1.2719, -3.2161, -3.3451, -1.4917,  0.0430, -0.0214,  0.2105,  0.1648,  0.1625
c
   7.2500,  8.1100,  8.0000,  6.3700,  4.8700,  4.5000, -1.1071, -0.9800, -0.9438, -1.2716, -1.1446, -0.1632, -0.0361,  0.6258,  0.1706,  0.2996, -0.4551, -0.3261,  0.6533,  0.7823, -1.8877, -2.0167, -1.7301,  1.1084,  0.7936, -0.0608,  0.1591,  0.1619
   7.2500,  8.4850,  8.3750,  6.9700,  5.4700,  4.5000, -0.6238, -0.4967, -0.6349, -0.9241, -0.7970,  0.0111,  0.1382,  0.7598,  0.2209,  0.3499, -0.5389, -0.4099,  0.3963,  0.5253, -2.1412, -2.2702, -1.6900,  0.9352,  0.9025,  0.2418,  0.1604,  0.1620
   7.2500,  8.6350,  8.5250,  7.2700,  5.7700,  4.5000, -0.4750, -0.3479, -0.5464, -0.7133, -0.5862,  0.0713,  0.1984,  0.7006,  0.0667,  0.1957, -0.6339, -0.5048,  0.1508,  0.2798, -2.3398, -2.4688, -1.6942,  0.7846,  0.8187,  0.3170,  0.1615,  0.1622
   7.2500,  8.8350,  8.7250,  7.6700,  6.1700,  4.5000, -0.3648, -0.2377, -0.5410, -0.3523, -0.2252,  0.1763,  0.3033,  0.4575, -0.3363, -0.2073, -0.7938, -0.6648, -0.2652, -0.1362, -2.7162, -2.8452, -1.7332,  0.5286,  0.5425,  0.3316,  0.1633,  0.1623
   7.2500,  8.9850,  8.8750,  7.9700,  6.4700,  4.5000, -0.4639, -0.3368, -0.6903,  0.0697,  0.1968,  0.2264,  0.3535, -0.0531, -1.1092, -0.9801, -1.0561, -0.9270, -0.8994, -0.7703, -3.2307, -3.3598, -1.6482,  0.1567, -0.0045,  0.1875,  0.1648,  0.1625
c
   7.5000,  8.1100,  8.0000,  6.3700,  4.8700,  4.5000, -1.2106, -1.0836, -1.0596, -1.3033, -1.1762, -0.1510, -0.0240,  0.5523,  0.3989,  0.5279, -0.1534, -0.0243,  0.9988,  1.1279, -1.8644, -1.9935, -1.7747,  1.1522,  0.8413, -0.0753,  0.1590,  0.1618
   7.5000,  8.4850,  8.3750,  6.9700,  5.4700,  4.5000, -0.7417, -0.6146, -0.7770, -0.9482, -0.8211,  0.0353,  0.1623,  0.6658,  0.4290,  0.5581, -0.2368, -0.1077,  0.7467,  0.8757, -2.1579, -2.2869, -1.7322,  0.9834,  0.9163,  0.2048,  0.1603,  0.1620
   7.5000,  8.6350,  8.5250,  7.2700,  5.7700,  4.5000, -0.5901, -0.4630, -0.6987, -0.7335, -0.6064,  0.1086,  0.2356,  0.6061,  0.2789,  0.4080, -0.3271, -0.1981,  0.5149,  0.6439, -2.3754, -2.5045, -1.7485,  0.8420,  0.8193,  0.2716,  0.1614,  0.1621
   7.5000,  8.8350,  8.7250,  7.6700,  6.1700,  4.5000, -0.4651, -0.3380, -0.7008, -0.3676, -0.2405,  0.2357,  0.3628,  0.3732, -0.1077,  0.0213, -0.4809, -0.3519,  0.1224,  0.2515, -2.7773, -2.9063, -1.8319,  0.6034,  0.5330,  0.2838,  0.1634,  0.1623
   7.5000,  8.9850,  8.8750,  7.9700,  6.4700,  4.5000, -0.5273, -0.4002, -0.8329,  0.0575,  0.1846,  0.3056,  0.4327, -0.1039, -0.8320, -0.7029, -0.7280, -0.5990, -0.4800, -0.3509, -3.2926, -3.4216, -1.7623,  0.2481, -0.0064,  0.1556,  0.1648,  0.1624
c
   7.7500,  8.1100,  8.0000,  6.3700,  4.8700,  4.5000, -1.3047, -1.1776, -1.1498, -1.3151, -1.1881, -0.1549, -0.0278,  0.4689,  0.5268,  0.6558,  0.0578,  0.1869,  1.2181,  1.3471, -1.8480, -1.9770, -1.7740,  1.1602,  0.8734, -0.0868,  0.1589,  0.1618
   7.7500,  8.4850,  8.3750,  6.9700,  5.4700,  4.5000, -0.8547, -0.7276, -0.8933, -0.9593, -0.8322,  0.0386,  0.1656,  0.5640,  0.5424,  0.6714, -0.0216,  0.1074,  0.9763,  1.1053, -2.1730, -2.3020, -1.7304,  0.9979,  0.9220,  0.1739,  0.1603,  0.1620
   7.7500,  8.6350,  8.5250,  7.2700,  5.7700,  4.5000, -0.7064, -0.5794, -0.8288, -0.7436, -0.6165,  0.1224,  0.2495,  0.5005,  0.3940,  0.5231, -0.1065,  0.0226,  0.7595,  0.8886, -2.4095, -2.5385, -1.7557,  0.8660,  0.8130,  0.2319,  0.1614,  0.1621
   7.7500,  8.8350,  8.7250,  7.6700,  6.1700,  4.5000, -0.5789, -0.4519, -0.8496, -0.3743, -0.2472,  0.2707,  0.3978,  0.2672,  0.0085,  0.1375, -0.2587, -0.1296,  0.3863,  0.5153, -2.8495, -2.9785, -1.8792,  0.6450,  0.5082,  0.2337,  0.1633,  0.1623
   7.7500,  8.9850,  8.8750,  7.9700,  6.4700,  4.5000, -0.6156, -0.4886, -0.9781,  0.0548,  0.1818,  0.3624,  0.4895, -0.1885, -0.6880, -0.5590, -0.4995, -0.3705, -0.1918, -0.0628, -3.3998, -3.5288, -1.8186,  0.3077, -0.0344,  0.1120,  0.1647,  0.1624
c
   8.0000,  8.1100,  8.0000,  6.3700,  4.8700,  4.5000, -1.3679, -1.2409, -1.2076, -1.3171, -1.1900, -0.1603, -0.0332,  0.4069,  0.5914,  0.7205,  0.1846,  0.3136,  1.3413,  1.4703, -1.8370, -1.9661, -1.7591,  1.1567,  0.8924, -0.0968,  0.1588,  0.1619
   8.0000,  8.4850,  8.3750,  6.9700,  5.4700,  4.5000, -0.9361, -0.8090, -0.9718, -0.9633, -0.8363,  0.0357,  0.1628,  0.4867,  0.5988,  0.7278,  0.1121,  0.2411,  1.1111,  1.2401, -2.1816, -2.3106, -1.7135,  0.9990,  0.9248,  0.1511,  0.1603,  0.1620
   8.0000,  8.6350,  8.5250,  7.2700,  5.7700,  4.5000, -0.7947, -0.6676, -0.9205, -0.7483, -0.6212,  0.1258,  0.2529,  0.4174,  0.4510,  0.5801,  0.0336,  0.1626,  0.9077,  1.0367, -2.4315, -2.5605, -1.7423,  0.8741,  0.8073,  0.2027,  0.1614,  0.1621
   8.0000,  8.8350,  8.7250,  7.6700,  6.1700,  4.5000, -0.6732, -0.5462, -0.9632, -0.3779, -0.2508,  0.2899,  0.4170,  0.1776,  0.0559,  0.1849, -0.1217,  0.0073,  0.5461,  0.6751, -2.9052, -3.0342, -1.8920,  0.6678,  0.4823,  0.1917,  0.1633,  0.1623
   8.0000,  8.9850,  8.8750,  7.9700,  6.4700,  4.5000, -0.6992, -0.5721, -1.1007,  0.0532,  0.1803,  0.4015,  0.5286, -0.2690, -0.6546, -0.5256, -0.3856, -0.2566, -0.0373,  0.0917, -3.4994, -3.6284, -1.8378,  0.3483, -0.0775,  0.0634,  0.1646,  0.1622
c
   8.2500,  8.1100,  8.0000,  6.3700,  4.8700,  4.5000, -1.4024, -1.2754, -1.2389, -1.3165, -1.1894, -0.1635, -0.0364,  0.3714,  0.6223,  0.7513,  0.2509,  0.3799,  1.4039,  1.5329, -1.8304, -1.9594, -1.7468,  1.1530,  0.9027, -0.1053,  0.1588,  0.1618
   8.2500,  8.4850,  8.3750,  6.9700,  5.4700,  4.5000, -0.9833, -0.8562, -1.0163, -0.9649, -0.8378,  0.0330,  0.1601,  0.4411,  0.6259,  0.7549,  0.1848,  0.3138,  1.1827,  1.3117, -2.1850, -2.3141, -1.6987,  0.9979,  0.9268,  0.1356,  0.1602,  0.1620
   8.2500,  8.6350,  8.5250,  7.2700,  5.7700,  4.5000, -0.8482, -0.7211, -0.9744, -0.7510, -0.6240,  0.1262,  0.2533,  0.3669,  0.4790,  0.6080,  0.1121,  0.2411,  0.9893,  1.1184, -2.4421, -2.5711, -1.7274,  0.8773,  0.8050,  0.1837,  0.1613,  0.1621
   8.2500,  8.8350,  8.7250,  7.6700,  6.1700,  4.5000, -0.7346, -0.6075, -1.0347, -0.3821, -0.2550,  0.3001,  0.4272,  0.1213,  0.0754,  0.2044, -0.0460,  0.0831,  0.6363,  0.7653, -2.9357, -3.0648, -1.8900,  0.6822,  0.4659,  0.1635,  0.1632,  0.1622
   8.2500,  8.9850,  8.8750,  7.9700,  6.4700,  4.5000, -0.7561, -0.6290, -1.1843,  0.0447,  0.1718,  0.4281,  0.5552, -0.3159, -0.6681, -0.5391, -0.3522, -0.2232,  0.0312,  0.1602, -3.5417, -3.6708, -1.8487,  0.3834, -0.1123,  0.0231,  0.1644,  0.1621
c
   8.5000,  8.1100,  8.0000,  6.3700,  4.8700,  4.5000, -1.4190, -1.2919, -1.2541, -1.3158, -1.1887, -0.1649, -0.0379,  0.3539,  0.6365,  0.7656,  0.2826,  0.4116,  1.4335,  1.5625, -1.8267, -1.9557, -1.7398,  1.1508,  0.9078, -0.1116,  0.1588,  0.1618
   8.5000,  8.4850,  8.3750,  6.9700,  5.4700,  4.5000, -1.0070, -0.8799, -1.0385, -0.9657, -0.8386,  0.0315,  0.1586,  0.4182,  0.6390,  0.7681,  0.2208,  0.3499,  1.2180,  1.3471, -2.1858, -2.3148, -1.6897,  0.9972,  0.9285,  0.1256,  0.1602,  0.1620
   8.5000,  8.6350,  8.5250,  7.2700,  5.7700,  4.5000, -0.8760, -0.7490, -1.0021, -0.7531, -0.6260,  0.1261,  0.2531,  0.3412,  0.4934,  0.6224,  0.1522,  0.2812,  1.0313,  1.1604, -2.4458, -2.5749, -1.7171,  0.8791,  0.8052,  0.1723,  0.1613,  0.1621
   8.5000,  8.8350,  8.7250,  7.6700,  6.1700,  4.5000, -0.7683, -0.6412, -1.0736, -0.3870, -0.2600,  0.3053,  0.4324,  0.0929,  0.0869,  0.2160, -0.0060,  0.1230,  0.6863,  0.8154, -2.9475, -3.0765, -1.8840,  0.6924,  0.4598,  0.1477,  0.1631,  0.1621
   8.5000,  8.9850,  8.8750,  7.9700,  6.4700,  4.5000, -0.7863, -0.6592, -1.2325,  0.0314,  0.1585,  0.4463,  0.5733, -0.3316, -0.6783, -0.5492, -0.3467, -0.2176,  0.0682,  0.1972, -3.5384, -3.6674, -1.8610,  0.4149, -0.1259, -0.0011,  0.1641,  0.1617
c
